_id,id,text,label
ObjectId(5cda3ae75e75395dc86f2cf2),1128144742292828160,"Lamia top white black stripes the chic pair that is suited to daily's casual or vacation alike 〰️

#mondaytosundaylabel 
#mondaytosunday
#newarrivals 
#raya2019mondaytosunday https://t.co/xphqz62dDE",
ObjectId(5cda3ae75e75395dc86f2cf4),1128144735120445440,3 weeks and 1 day until I’m done with service seminar. 4 weeks until my summer internship. 38 days until my family vacation at the beach. And 12 weeks until I’m done with work..😭🙌🏼 I love summer and my family but I can’t wait to get back to school. ✌🏼,
ObjectId(5cda3ae75e75395dc86f2cf6),1128144675045380097,"How many of you went on vacation (to kill the restlessness) and came back feeling just as restless as you were before the vacation? 

Reality hits you hard -- you have to wake up, deal with traffic, and you have to go to work again. Bang! There's that restlessness again.",
ObjectId(5cda3ae75e75395dc86f2cf8),1128144624739024898,best all inclusive resorts adults only fun adults only all inclusive resorts young teen cam caribbean adults only all inclusive vacation packages game school girl create school girl costume https://t.co/HsviAW79AD,
ObjectId(5cda3ae75e75395dc86f2cfb),1128144609513578496,i wonder if we'll take a vacation back to korea again soon. i hope so!,
ObjectId(5cda3ae75e75395dc86f2cfc),1128144542891421697,"1/2 So my cousin passed away on his vacation Sunday, and my aunt and uncle flew out to bring him home. Right before they left, the airline said they were going to honor his round trip &amp; take care of everything..",
ObjectId(5cda3ae75e75395dc86f2cfe),1128144527930396672,Sometimes you Gotta be careful of what you ask from God... i Once Prayed For a Break &amp; A Vacation Next Day I Was Admitted into the Hospital 😓,
ObjectId(5cda3ae75e75395dc86f2d00),1128144524495269888,Vacation - Janine,
ObjectId(5cda3ae75e75395dc86f2d02),1128144481075769344,I said it before &amp; I’ll say it again - I need a mf vacation,
ObjectId(5cda3ae75e75395dc86f2d04),1128144435303157760,"@VillimeyS One day someone unexpected may come along or someone you know may decide to do something very nice, a Mexican vacation ❤️if you persevere... https://t.co/iww2EqhokY",
ObjectId(5cda3ae85e75395dc86f2d06),1128144406958301186,"@hlovesglitter No 😭
But it’s for the best; would probably be frowned upon to Gabe vacation 2 days into my new job.",
ObjectId(5cda3ae85e75395dc86f2d08),1128144401291722752,7 more work days until my 5 day vacation. Praise Ye the Lord 🙌🏾,
ObjectId(5cda3ae85e75395dc86f2d0a),1128144377660964864,I just wanna vacation 🙇🏻‍♂️,
ObjectId(5cda3ae85e75395dc86f2d0c),1128144354172919808,In the gym as soon as I get back from vacation. Period,
ObjectId(5cda3ae85e75395dc86f2d0e),1128144352805511168,Here is what vindictive Rajiv Gandhi did after Indian Express covered the story of his INS Viraat vacation https://t.co/ipEloKg9OA via @opindia_com,
ObjectId(5cda3ae85e75395dc86f2d10),1128144345155002368,do you ever just want to take a two week vacation from yr entire personality,
ObjectId(5cda3ae85e75395dc86f2d12),1128144290503319552,"OMG this summer vacation season will be lit bcz of @HotstarPremium. They're bringing @euphoriaHBO @OurCartoonPres @SHOCityOnAHill new Deadwood Movie along with the US I'm so grateful tysm hotstar. 
But kindly check your download option. It has downloaded in poor quality everytime",
ObjectId(5cda3ae85e75395dc86f2d14),1128144260124090368,I deserve a vacation.,
ObjectId(5cda3ae85e75395dc86f2d16),1128144219867054080,I just want to escape and go on a romantic vacation with my significant other,
ObjectId(5cda3ae85e75395dc86f2d18),1128144213177131008,"@ImAngelaPangela I've seen Sandi Patti, Steve Green, Truth, Twila Paris, 4Him, DC Talk.
A few years back we visited a PCA on vacation, were talking to a man &amp; his wife in front of us before church. Figured out later it was Steve Green. It didn't click at first that's who it was.",
ObjectId(5cda3ae85e75395dc86f2d1a),1128144127198150657,I've had negative energy for art this week due to work and it feels terrible...really looking forward to vacation next week,
ObjectId(5cda3ae85e75395dc86f2d1c),1128144121078722560,"Went to the gym today even tho I’m supposed to be resting this vacation. I’ve been feeling better physically lately, and I haven’t had another anxiety attack in about a week or 2 now. Hope this continues.",
ObjectId(5cda3ae85e75395dc86f2d1e),1128144018465087489,"Floral Bag, Large Project Tote, Vacation Padded Bag, Large Zippered Pouch, Crochet Project Sack, Cosmetic Bag, Aqua, Blue, Pink Green, White https://t.co/UUXpPyY1hH #Etsy #ImagineQuiltsAndMore #ModernFlowerBag https://t.co/n2ab1yM6pq",
ObjectId(5cda3ae85e75395dc86f2d20),1128143981672529925,"@missingwords We picked the wrong coast for our June vacation (going to WDW), but I am already planning our Disneyland trip for next year! Can’t wait to build a lightsaber and fly the Falcon and get a holocron and eat space meat and drink at the Cantina and battle stormtroopers and....",
ObjectId(5cda3ae85e75395dc86f2d22),1128143980003241984,This vacation makes me want a BAEcation now 😅🌴🌊,
ObjectId(5cda3ae85e75395dc86f2d26),1128143970725445633,@BluePillBlack Oh ok cool I’ll check out Drogas Wave I’ve been getting back into listening to hip hop again I needed a long vacation from it lol,
ObjectId(5cda3ae85e75395dc86f2d28),1128143932263739392,"been in a little funk but today I went back to my cycle class after a week of being on vacation and ya girl ranked 8/46 

next goal: top 3 https://t.co/teeQrfI4TZ",
ObjectId(5cda3ae85e75395dc86f2d2a),1128143924059680768,Almost time for a vacation with my bunnolf. Anyone who would like to hang out at BLFC poke me on Telegram :),
ObjectId(5cda3ae85e75395dc86f2d2d),1128143877850877952,I can’t wait for the end of the month so I can get my pto and I can decide wether i’ll go on vacation or not,
ObjectId(5cda3ae85e75395dc86f2d2f),1128143863221301248,I need a vacation,
ObjectId(5cda3ae85e75395dc86f2d32),1128143847425552385,"Soon I'mma be off on Vacation, one more exam baby",
ObjectId(5cda3ae85e75395dc86f2d34),1128143836889399296,y’all i graduate in december. where should i treat myself before i gotta start grad school? item or vacation 🧐🧐,
ObjectId(5cda3ae85e75395dc86f2d36),1128143759752028160,"Get away and don't come back until you found what you need.
#jaasymone #vacation #poetry https://t.co/oCYRrQAJVO",
ObjectId(5cda3ae85e75395dc86f2d39),1128143755121266688,"I get invited a lot for a vacation in the US..kanang random lang mag offer free accomodation and food..but pwede airfare pod? 🤣 ..next time, akoa na jud ni skyan ba..🤣",
ObjectId(5cda3ae85e75395dc86f2d3b),1128143718563889152,On vacation til the 26th and I still get paid :))))) adulting ain’t so bad,
ObjectId(5cda3ae85e75395dc86f2d3c),1128143687010193408,Walk in from vacation and my dad....bought...a......Range Rover. https://t.co/Ew2FuCtbDJ,
ObjectId(5cda3ae85e75395dc86f2d3e),1128143663278710785,"@WvuAlphaSoldier @treyford I mean mine is more like gym bag, fancy client visit, startup client visit, grocery schlepping, vacation trip.... 😆",
ObjectId(5cda3ae85e75395dc86f2d40),1128143649014013959,This B.C. woman disputed the credit card charge for an all-inclusive vacation in Cuba. Then she and her family went on the trip anyway. | via @bethanylindsay https://t.co/u5CfQIIEkh,
ObjectId(5cda3ae85e75395dc86f2d43),1128143629963419650,Planning my upcoming beach vacation at South Seas Island Resort. For friends thinking about their own getaway:... https://t.co/rvAjB7yCLO https://t.co/GG8EGzFFIm,
ObjectId(5cda3ae85e75395dc86f2d45),1128143621889433602,All this “friends” with location wedding smh —- I already planned my own vacation now I gotta plan your wedding too 🤦🏾‍♂️,
ObjectId(5cda3ae85e75395dc86f2d47),1128143609943904256,34. Dream vacation? - I would love to be able to do some trip through europe or asia. a solid mix of cultures new and old,
ObjectId(5cda3ae85e75395dc86f2d49),1128143584757051395,adulting is not even being excited for vacation because of all of the work that’s going to be waiting for your return.,
ObjectId(5cda3ae85e75395dc86f2d4b),1128143489966006273,Thank you shannonparson for the T-shirts! My husband loved them and so do I. #colemans #vacation #bestfriends #married #blacklove https://t.co/0OCQYcqJ2x,
ObjectId(5cda3ae85e75395dc86f2d4d),1128143446756208641,virginity first time losing virginity young teen in adult vacation cancun what does i lost my virginity mean all about losing your virginity https://t.co/AY4Hu6rhPQ,
ObjectId(5cda3ae85e75395dc86f2d4f),1128143414078398465,I’m not even gonna pretend life isn’t kicking my ass lately.... need a vacation ASAP,
ObjectId(5cda3ae85e75395dc86f2d51),1128143390623903744,"Travel #news: Armed terrorists storm five-star hotel in Pakistan, one person killed in attack https://t.co/TBAwyrojxv #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor",
ObjectId(5cda3ae85e75395dc86f2d53),1128143388203634688,West Coast time is so different than east cost time. Another reason I only ever want to vacation to the west coast. This shit ain’t for me.,
ObjectId(5cda3ae85e75395dc86f2d55),1128143365491515392,"8 Reasons Why Pigeon Forge, TN is Perfect for a Family Vacation https://t.co/IAQ2CLChHg via @hipmamasplace",
ObjectId(5cda3ae85e75395dc86f2d57),1128143340405268481,Check out what I just added to my closet on Poshmark: Neon Lime Green Vacation Resort Style Tunic Shirt. https://t.co/N5905fiDZB via @poshmarkapp #shopmycloset,
ObjectId(5cda3ae85e75395dc86f2d59),1128143302690312194,"Tomorrow is Vacation Shirt Day, and I have a cute shirt with flamingos on it, but my outfit won't be super exciting. I'm excited for Favorite Decade Day though! Any guesses what decade I picked? It's a specific style from a specific decade.",
ObjectId(5cda3ae85e75395dc86f2d5c),1128143261674213377,I’ll be working all summer so I can take a vacation during fall! God willing NYC’s calling my name https://t.co/6Y6L8fhYS9,
ObjectId(5cda3ae85e75395dc86f2d5e),1128143253377695744,Any tips on preventing getting sick before a vacation,
ObjectId(5cda3ae85e75395dc86f2d60),1128143240128077824,I love how Kakashi faked a mission so him and Gai could have a 20 day vacation. This week’s Boruto episode is so cute and also Mirai is so cuuuute.,
ObjectId(5cda3ae85e75395dc86f2d62),1128143236005019649,The highlight of retirement so far is when we had our first family visitors. We loved showing them around! #vacation https://t.co/tjdtiyBj4T,
ObjectId(5cda3ae85e75395dc86f2d64),1128143228404781057,where can i read this book that she’s been reading? i’d love to read it this vacation,
ObjectId(5cda3ae85e75395dc86f2d66),1128143212118466560,Ready to plan the perfect summer vacation? https://t.co/YiDzYEBcKa,
ObjectId(5cda3ae85e75395dc86f2d68),1128143197299933186,Ever heard of #NowCast? How does it differ from a #Forecast? Learn here - https://t.co/eCmT5s2QcM #stormchasing #AdventureTravel #vacation,
ObjectId(5cda3ae85e75395dc86f2d6a),1128143194359762944,I did not plan this month well lol ive got my annual tomorrow...my period starts friday and next Thursday the 23rd im going on vacation....while still technically on my period but at the tail end of it 😂 i failed,
ObjectId(5cda3ae85e75395dc86f2d6c),1128143189024608256,@_burrrrr @blakegrifffiin @_daniilovee Forgot thanks for letting me stay at one of your vacation houses too,
ObjectId(5cda3ae85e75395dc86f2d6e),1128143165926539264,I don’t have any vacation days but I’m still going on vacation next month! 💦,
ObjectId(5cda3ae85e75395dc86f2d70),1128143147522056193,cheap adult only resorts my school girl free gay personals adult all inclusive vacation deals what classes as losing your virginity webdate https://t.co/lSp0c5Y3ES,
ObjectId(5cda3ae85e75395dc86f2d72),1128143145034629121,@Jenna_Marbles left for a week to go on vacation and youtube crumbled without her.,
ObjectId(5cda3ae85e75395dc86f2d73),1128143140886646785,i got killers on vacation. in other words they in jail or probation https://t.co/ET1iy5df3r,
ObjectId(5cda3ae85e75395dc86f2d74),1128143056476049413,I wanna go on a vacation with my baby,
ObjectId(5cda3ae85e75395dc86f2d75),1128143017536307205,"My vacation ends tomorrow but I miss my coworkers so it’s ok :,)",
ObjectId(5cda3ae85e75395dc86f2d76),1128142989862113280,"Teacher Summer Vacation Goodbye Lesson Plans Hello
https://t.co/QCOkncK7pq https://t.co/iJmcmvxdkP",
ObjectId(5cda3aea5e75395dc86f2d77),1128142948468690949,"@Canada64617821 Now I understand why the bird brain PMJT doesn’t attend very many question periods . Bull shit takes lots of time to prepare &amp; potential “gotcha questions” easier to foretell &amp; prepare to answer, from a plane ride &amp; vacation location 1000’s of legitimate “carbon” miles away!!...",
ObjectId(5cda3aea5e75395dc86f2d78),1128142922065547264,"Do you love to cruise? Learn why we think cruising is one of the most economical vacations ever! #cruises #cruiseships #vacation

https://t.co/7M57nprMHf https://t.co/MiJ8oSScPm",
ObjectId(5cda3aea5e75395dc86f2d79),1128142913785909250,"She will be fixed when I come back from vacation, I promise lol",
ObjectId(5cda3aea5e75395dc86f2d7a),1128142901161099264,this post trip/vacation depression is so fucking real every time.,
ObjectId(5cda3aea5e75395dc86f2d7b),1128142850930163712,It’s always “wyd” and never “i’m taking you on vacation.”,
ObjectId(5cda3aea5e75395dc86f2d7c),1128142846467477504,Tomorrow is my last day of vacation and I'll be kicking around the house most of the day. Dare I try streaming something?,
ObjectId(5cda3aea5e75395dc86f2d7d),1128142811860221952,TAKE YOUR MEDICATION ROMAN         TAKE A SHORT VACATION ROMAN,
ObjectId(5cda3aea5e75395dc86f2d7e),1128142801525518338,I usually have nova sleep in bed by 9:30 but since I been on vacation her pattern is messed &amp; she thinks she’s about to be up all night no mammm,
ObjectId(5cda3aea5e75395dc86f2d7f),1128142664568848386,I need another @DierksBentley show in my life! I hate that I’m going to miss it this yr in Dallas 😫😭 but a Disney vacation isn’t cheap 🤪😢,
ObjectId(5cda3aea5e75395dc86f2d80),1128142647246446592,"Me : goes on weeklong vacation. 
Me the day I get back: https://t.co/9sFgSuRcCv",
ObjectId(5cda3aea5e75395dc86f2d81),1128142632318918661,@BabiOlurin we need to get that vacation 😃. I need a break,
ObjectId(5cda3aea5e75395dc86f2d82),1128142627864334336,"After 3 days, solid food ⚡
Tastebuds on a vacation, body temperature was on an all time high, if someone said Dracarys I would have breath fire 😁 https://t.co/a9aYEpUATm",
ObjectId(5cda3aea5e75395dc86f2d83),1128142581983055873,Mama needs a vacation 😕,
ObjectId(5cda3aea5e75395dc86f2d84),1128142577041940480,I love this vacation,
ObjectId(5cda3aea5e75395dc86f2d85),1128142575121117185,I'm leaving for mini vacation on Wednesday.  Do I have anything packed? No. Did I braid my hair to install these twists? No. Am I remotely ready? No. Am I binging Netflix and drinking Vodka? Yes. https://t.co/YNTmJwNN5o,
ObjectId(5cda3aea5e75395dc86f2d86),1128142551402237952,"Less than two weeks to go and I'm two weeks behind in #anatomy. Where did the time go?! While I'm ready for a vacation, I'm really going to miss these kids!😊 They are #whyiteach! Give them #wings and they will #fly! #goingplaces #teacherlife",
ObjectId(5cda3aea5e75395dc86f2d87),1128142545928822784,"I've been enjoying my vacation, but will not be enjoying tomorrow because I have to go to the DMV! Ugh...",
ObjectId(5cda3aea5e75395dc86f2d88),1128142539222130688,If my mind isn't clouded with school it is always something else 😭 I need a stress free vacation,
ObjectId(5cda3aea5e75395dc86f2d89),1128142522553896961,Listening to my parents plan our vacation reminds me why I didn’t want to go in the first place,
ObjectId(5cda3aea5e75395dc86f2d8a),1128142499346882561,I need to chill out for a minute again because I'm starting to get anxiety when I drink again. Hmm I need a long vacation I should talk my auntie into letting me go to las Vegas with her next month or at least take me to Arizona with her next week.,
ObjectId(5cda3aea5e75395dc86f2d8b),1128142494921895936,i’m about to plan me a vacation,
ObjectId(5cda3aea5e75395dc86f2d8c),1128142490765127680,@unsafespace @claren @ksemamajama Wish I could be there but I'm on vacation down in your guys' parallel of the continent (AZ)! Look forward to the replay.,
ObjectId(5cda3aea5e75395dc86f2d8d),1128142480434769923,Vacation me pls,
ObjectId(5cda3aea5e75395dc86f2d8e),1128142460666949632,"Hey, @jimmykimmel you get to much vacation time. I love your show, but damn. I think you have more time off than on!",
ObjectId(5cda3aea5e75395dc86f2d8f),1128142384422891520,"reminder: no streams this week as i'm off on a vacation. Back at it on may 20th!

https://t.co/AjMx6aemA1",
ObjectId(5cda3aea5e75395dc86f2d90),1128142379322626048,Cruise #planner worksheet &amp; #vacation #itinerary #scheduler for 21-day #cruise will keep you floating in style! https://t.co/WDJPIgrRLW,
ObjectId(5cda3aea5e75395dc86f2d91),1128142304575918080,@quasicoherence I would be down af but I'm flying out Saturday for a family vacation :(,
ObjectId(5cda3aea5e75395dc86f2d92),1128142295675691008,"@Robertamnesia Sad. Didn't take the float plane tour myself in Ketchikan. You're on vacation and don't realize how insanely dangerous some things really are, like small planes. Sigh.",
ObjectId(5cda3aea5e75395dc86f2d93),1128142285605093376,I’m officially on vacation mode #11moredaysoff https://t.co/gw6EN5uBh2,
ObjectId(5cda3aea5e75395dc86f2d94),1128142280945209344,I need a vacation ASAP,
ObjectId(5cda3aea5e75395dc86f2d95),1128142258317008897,Only my tail light would go out on vacation lol,
ObjectId(5cda3aea5e75395dc86f2d96),1128142224418586624,I need another vacation with my boyfriend.,
ObjectId(5cda3aea5e75395dc86f2d97),1128142196907995136,@VernDiesal @TheSlimAlmighty @TheLegendFresh_ Now Fresh got the $65 Zone stinking up the cruise ship actin like da baby on vacation,
ObjectId(5cda3aea5e75395dc86f2d98),1128142147318943744,A lack of having a vacation is really starting show. I need a damn break.,
ObjectId(5cda3aea5e75395dc86f2d99),1128142114137759744,"To celebrate the release of @PomsMovie on May 10, I've just entered this sweepstakes for the chance to win a #PomsWithMoms @PrincessCruises vacation for four in a mini-suite: https://t.co/LihFtmYe0G",
ObjectId(5cda3aea5e75395dc86f2d9a),1128142098346201088,"Those who are thinking about the coming June, here @RachelRambach a professional music therapist shared an article only for you. https://t.co/JWUN8ILQkm #June #Vacation Let's explore",
ObjectId(5cda3aea5e75395dc86f2d9b),1128142041685295105,"@itsginnydi If it was with your blue hair, I could almost imagine she’s just come back from Vox Machina’s summer vacation.",
ObjectId(5cda3aea5e75395dc86f2d9c),1128142039768551425,Three weeks until vacation I am going to live at the gym https://t.co/bNqXRKsEly,
ObjectId(5cda3aea5e75395dc86f2d9d),1128141992947585031,"Panama City Beach, FL United States - Emerald Isle 1409 | Blue Marlin Vacation Rentals https://t.co/46MKJKpEsk",
ObjectId(5cda3aea5e75395dc86f2d9e),1128141953818923008,This new travel trend leaves the vacation planning to someone... https://t.co/fiAqiqyCyc,
ObjectId(5cda3aea5e75395dc86f2d9f),1128141951033913350,Decided to take another vacation day tomorrow. So I won’t be in until Wednesday. I love you very much. 💘 https://t.co/gEvDYJWqpw,
ObjectId(5cda3aea5e75395dc86f2da0),1128141943937085440,"Work be having a bitch so tired , I’m ready for a vacation seriously",
ObjectId(5cda3aea5e75395dc86f2da1),1128141882784133121,"Panama City Beach, FL United States - Emerald Isle 1410 | Blue Marlin Vacation Rentals https://t.co/GLmc7wNR8I",
ObjectId(5cda3aea5e75395dc86f2da2),1128141836898525184,So I figure I’m not going to pull this tooth until after my vacation so there’s a huge chance I’m going to develop a stomach ulcer 😂,
ObjectId(5cda3aea5e75395dc86f2da3),1128141817482969089,"2 more days of saving lives and then I am on vacation!!! 🥳 🥳 Alright, you may all return to your regularly scheduled programs",
ObjectId(5cda3aea5e75395dc86f2da4),1128141796314247168,Trying to get back in to the swing of things after vacation sucks.,
ObjectId(5cda3aea5e75395dc86f2da5),1128141781684695046,I’m on vacation now bitchesssss lmao https://t.co/JKXuwvIgYA,
ObjectId(5cda3aea5e75395dc86f2da6),1128141778006224896,"@discoliz I am so sorry to hear this! Sending healthy vibes your way! I do hope you feel better very soon, so that you can get back to enjoying your vacation! 🙏🏻😊",
ObjectId(5cda3aea5e75395dc86f2da7),1128141711824367616,#Modern #girl's way to #plan the next #vacation - full #color planner for lots of #summer #fun! https://t.co/noTzp0jCI0,
ObjectId(5cda3aea5e75395dc86f2da8),1128141662402822145,"@RedHoodedVig ""Cheek.""
  Lips. Vacation. Or off limits.",
ObjectId(5cda3aea5e75395dc86f2da9),1128141654995632130,"#vacation - Amazing spots to visit in Kochi, India https://t.co/PuwbWICBlm",
ObjectId(5cda3aea5e75395dc86f2daa),1128141603170869248,"@AmericanAir- are you always terrible? Flight delay on the way to vacation caused me to miss my connection, and now on the return, my flight out of Miami has been delayed 5 hours. Wait time to speak with a rep is 43 min on the phone, and I am 50 deep in line. Unacceptable",
ObjectId(5cda3aea5e75395dc86f2dab),1128141548816928769,I need a summer vacation. I’m tryna fade a cruise somewhere,
ObjectId(5cda3aea5e75395dc86f2dac),1128141518366224384,"'Cause it seems like everyone and their mother wants to email me while I'm at a concert or out of state, I added an automatic vacation responder to my email for this week-long trip. Ya girl going to see @Stray_Kids and @BTS_twt!! https://t.co/zsQNqkPM4S",
ObjectId(5cda3aea5e75395dc86f2dad),1128141516587847681,"in need of a short vacation, a little break, a Roman holiday if you will",
ObjectId(5cda3aea5e75395dc86f2dae),1128141494039265280,Spent the first half of my shift getting caught up on things that happened while I was on vacation. Still ended the day with over 20000 steps.,
ObjectId(5cda3aea5e75395dc86f2daf),1128141468902862849,Everyone on some type of vacation. Must be nice,
ObjectId(5cda3aea5e75395dc86f2db0),1128141459587092480,Da Nang vacation packages for exciting backpacking tourism 2019 https://t.co/f9vAm4Sg3l,
ObjectId(5cda3aea5e75395dc86f2db1),1128141433842618369,@brokemogul @SunshineDBaby @CraigSJ might take a few vacation days to crush some adderall and watch Ken Burns 'The War',
ObjectId(5cda3aea5e75395dc86f2db2),1128141413886124033,I need a vacation &amp; a hiatus.,
ObjectId(5cda3aea5e75395dc86f2db3),1128141390662307840,"Welcome to your vacation at home. Wildlife abound, close to amenities, nearby light rail. Get ready for the sweetlife in #federalway #seattlewaterfront #pugetsoundhouse… https://t.co/MLXmKfuu8X",
ObjectId(5cda3aea5e75395dc86f2db4),1128141383192203264,"@BillGates I got plenty of worth without you or millions. Especially if you fuck this up. You claim to calculate well. Well make sure these guys and yourself realise I'm not trying to booby trap your asses. And its more important than that, but a discussion and a vacation.",
ObjectId(5cda3aea5e75395dc86f2db5),1128141369237823490,"@yoonminshooked if i didn't buy the seoul dvd already i would def the europe one T^T also if i wasn't going on vacation in like, 2.5 weeks lol",
ObjectId(5cda3aea5e75395dc86f2db6),1128141368650371072,"Dr. Eggman's vacation spot when he needs to get away from it all.
#SmashBros #NintendoSwitch https://t.co/GXY06jMGfb",
ObjectId(5cda3aea5e75395dc86f2db7),1128141286714658816,@AlainYaniz Come to Anaheim Papo ff dude you got a month to put in a two day vacation notice dude ain’t hard common I need u in my lifeeed,
ObjectId(5cda3aea5e75395dc86f2db8),1128141283363418113,"Since you only have one summer vacation, I don’t know what to think about you wasting it on just ""work"" and ""building up stamina"".",
ObjectId(5cda3aea5e75395dc86f2db9),1128141253600784384,I neeeeed a little vacation.,
ObjectId(5cda3aea5e75395dc86f2dba),1128141248336998400,I had the best first day of vacation it was such good travel,
ObjectId(5cda3aea5e75395dc86f2dbb),1128141244423712769,5 Ways to Look Fashionable for Your Big Vacation #fbloggers #bbloggers #fashionblog #fashionblogger #inspo https://t.co/W2s6etvcld,
ObjectId(5cda3aea5e75395dc86f2dbc),1128141224991346689,"Set your team up for success, even when you're on vacation. Here's what you need to know. #summervacation #Planning #management 
https://t.co/lhh3D97CQL https://t.co/iSN6tD0USQ",
ObjectId(5cda3aea5e75395dc86f2dbd),1128141209262874626,"Re-tweet if you agree that nature is a place to live, not just to visit. #homebased #affiliatemarketing 

P.S. We knew we'd made it when a friend said, ""You get to live where others vacation!"". ==&gt;  https://t.co/31PZndG5jn &lt;== https://t.co/GhWCjbfpUr",
ObjectId(5cda3aea5e75395dc86f2dbe),1128141192896532480,"Rank Hawaiian islands for a January vacation, plzkthx.",
ObjectId(5cda3aea5e75395dc86f2dbf),1128141169349799936,My mom really posted 30 pictures on IG from our vacation instead of putting all the pictures on one post 🥴,
ObjectId(5cda3aea5e75395dc86f2dc0),1128141158020894722,I need a vacation,
ObjectId(5cda3aea5e75395dc86f2dc1),1128141148961296384,"ppl today get insecurity/envy complexes because EVERYONE on social media posts only the good parts of their lives (vacation, job promotions, relationships etc), creating an unattainable standard of living. but ok, attack ppl posting about how much they love their moms lmfao",
ObjectId(5cda3aea5e75395dc86f2dc2),1128141108075159552,@girlgamer_annie Let's go on a vacation then gurl,
