_id,id,text,label
ObjectId(5d1328675e753936bc474269),706554780345372673,So excited for @Creamfields,1
ObjectId(5d13286b5e753936bc47426b),768562970112757760,Anyone wanna give me a creamfields ticket for free that will me great 😁😁😁👍👍🎶🎶⛺,0
ObjectId(5d13286e5e753936bc47426d),767665908944932864,Why did I have to work at a Chinese food festival for 3 days just before going creamfields/ on holiday. Currently resemble a small blimp 😪,1
ObjectId(5d1328725e753936bc474270),765267356847407104,"2 tickets to Creamfields (3 Day Camping) - Warrington, 26 Aug, fv £190.00 ea. Always face value or less: https://t.co/DJCn2kovfc",0
ObjectId(5d1328745e753936bc474272),766271304160972800,one week the day till creamfields💃🏻🍺☀️,1
ObjectId(5d13287b5e753936bc474276),767127417580314624,"3 more days in that shitty factory, then Creamfields😅",1
ObjectId(5d13287f5e753936bc474277),765264427566366720,Honestly think I regret gettin a creamfields ticket over a v one 😩😐,0
ObjectId(5d1328815e753936bc474279),767313041113411584,"Well, looks like I'm not going creamfields 🙃",0
ObjectId(5d1328885e753936bc47427b),767828913925951488,"Police issue drugs  warning ahead of Creamfields Festival
https://t.co/yqAFQD3Jan",0
ObjectId(5d13288a5e753936bc47427d),768524593518829569,"Gutted I'm not going creamfields this year after finding such cheap tickets, all because we have no car to get there 😰😞",0
ObjectId(5d1328925e753936bc474281),766354912527716353,Not entirely sure if I'm gonna survive creamfields 🤔,1
ObjectId(5d1328965e753936bc474282),767457886297522176,Not long now until @hannah_wants will be with us at both @OfficialRandL and @Creamfields who's excited!? #hannahwants #RandL16 #creamfields,0
ObjectId(5d1328985e753936bc474284),768167483677245440,"Jealous of everyone going to Leeds tomorrow, but Creamfields? Can't think of anything worse",0
ObjectId(5d13289c5e753936bc474287),767283451728912384,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, fv £240.00. To buy these tickets and more: https://t.co/z5JX9BNUwn",0
ObjectId(5d1328a15e753936bc47428b),766910253308993536,Creamfields a week the day 🐝😝😎✌️,1
ObjectId(5d1328a45e753936bc47428d),765850388604026881,"""I'm sellin me creamfields ticket"" no ya not, give it two weeks and you'll be on the K with Griffo from bootle",0
ObjectId(5d1328b45e753936bc474291),767305064822239232,"2 tickets to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £250.00 ea. Buy &amp; Sell with protection: https://t.co/kwC4sZfrut",0
ObjectId(5d1328ba5e753936bc474293),768215174004211712,One more day of work. Then off to creamfields for 4 days. Buzzing.,1
ObjectId(5d1328bd5e753936bc474295),765584444757536770,Absolutely gutted I'm gonna miss @manseofficial at creamfields 😩,0
ObjectId(5d1328c05e753936bc474296),768172022522347520,Surely they aren't putting people in X-ray machines at creamfields,0
ObjectId(5d1328c75e753936bc474298),766669649710833664,@TicketmasterCS  what is the latest I will receive my creamfields ticket? I'm flying to Liverpool on Tuesday &amp; need it before then,0
ObjectId(5d1328ce5e753936bc47429b),766287932869271552,Still waiting for my @Creamfields ticket 🙃🙃🙃,1
ObjectId(5d1328d35e753936bc47429d),765214014062362624,Imagine if the weather is like this for #creamfields 🙊🔥,0
ObjectId(5d1328db5e753936bc4742a0),767834386033156097,Packing for Creamfields is the most stressful thing 😩,1
ObjectId(5d1328dc5e753936bc4742a1),766348528469803009,#tbt to we are👀 so buzzing for creamfields next week✌🏻️ https://t.co/E3PURrAK7g,1
ObjectId(5d1328e25e753936bc4742a4),768071871321534464,Absolutely bouncing for Creamfields! Friday can't come quick enough😈👀 #gettingwavey,1
ObjectId(5d1328e45e753936bc4742a5),766174627961905152,One week today I'll be a moody ass bitch on the bus of hell but whoooos caring cuz CREAMFIELDS 🎉🍻🍭🎶🎪👾,1
ObjectId(5d1328e65e753936bc4742a7),768134047235178496,Hawf wish a wis gon creamfields this weekend but weekend be a cracker anywiy. Noel g and Richard Ashcroft fri and Jim n Nicolas wedding sat,0
ObjectId(5d1328e85e753936bc4742a8),766956291906502660,Farrrrr to excited for creamfields!!!!😆😆😆,1
ObjectId(5d1328f05e753936bc4742aa),767823666876932097,"frequently asked questions on creamfields site.. ""will there be a place to buy tea and coffee?"".. fuckin hell get yourself to center parcs",0
ObjectId(5d1328f25e753936bc4742ac),767071764224565248,Looking forward to Creamfields with my butty @EthanWhite__ hopefully we don't have another heat wave☀️ https://t.co/DTzqgV2g4G,1
ObjectId(5d1328f45e753936bc4742ad),768226105123807232,Creamfields actually looks too good😩,0
ObjectId(5d1328f75e753936bc4742ae),767711017036120064,Guess who's going creamfields on Thursday 🎉 https://t.co/pMwozLQmgV,1
ObjectId(5d1328f95e753936bc4742b0),767820232354299904,"Police issue drugs warning ahead of Creamfields Festival 
 This year's dance music extravaganza has been extended … https://t.co/vteBS1N3OP",0
ObjectId(5d1329015e753936bc4742b3),768134012028289024,Martin Garrix's set from Tommorowland is unreal! Can't wait to see him at Creamfields!,1
ObjectId(5d1329035e753936bc4742b4),768170164374343680,Came to the conclusion that I'll be packing for creamfields in the 2 hours I've got before we leave. Forever last minute packing 😂💁,1
ObjectId(5d1329055e753936bc4742b5),767796192738680832,After creamfields this week am goni get ma act the gither,1
ObjectId(5d1329075e753936bc4742b6),765560868671221760,Crying that no one wants to go to creamfields with me 💔💔💔,0
ObjectId(5d13290b5e753936bc4742b8),768139600472711169,"Need to look out all my outfits for Creamfields, I'm stupidly unprepared 😂",1
ObjectId(5d13290d5e753936bc4742ba),768155285882109952,shite mood get me to Creamfields,1
ObjectId(5d13290f5e753936bc4742bc),765478675106107392,Jack is selling 1 #Creamfields 4 day camping ticket under face value right here #vibetickets https://t.co/JcW0LVGo4q https://t.co/Fd2E4BWDce,0
ObjectId(5d1329135e753936bc4742be),765545544009809921,Like @Indie_Festivals | #RateUsOnTop10sy https://t.co/HFQl7gZ2vj via @top10sy1 #Festivals #FestivalUpdates #Fezzys #Bestival #CreamFields RT,0
ObjectId(5d1329195e753936bc4742c0),765211650727223296,DOES ANYONE NEED ON A THURSDAY BUS TO CREAMFIELDS,0
ObjectId(5d13291c5e753936bc4742c2),767636522220843008,3 day work week then 4 days at creamfields wahoooooo 😁🎪🤘🏼,1
ObjectId(5d13291e5e753936bc4742c3),768535217258827776,Why have I left packing for @Creamfields so late! 😩,1
ObjectId(5d1329215e753936bc4742c5),766981434540191745,Anyone selling 2 4 day standard creamfields ticket?,0
ObjectId(5d1329275e753936bc4742c8),765184209187110912,"cant wait to see @HARDWELL again, next week couldnt come quicker! #Creamfields2016",1
ObjectId(5d1329295e753936bc4742c9),765204635804205057,Someone take this creamfields ticket off my hands asap pls,0
ObjectId(5d13292c5e753936bc4742ca),766294976837935104,@Twickets Creamfields 3 Day Silver Camping Ticket for sale DM me #creamfields,0
ObjectId(5d1329315e753936bc4742cd),765672000635473920,Creamfields tickets came at last 🙌🐝⛺🍻👭,1
ObjectId(5d1329365e753936bc4742cf),764890742301069314,Last full week at work before @Creamfields ⛺️🎤,1
ObjectId(5d1329385e753936bc4742d1),766971493385433088,I'm defiantly not fully recovered from Ibiza and ready for creamfields next week😭,1
ObjectId(5d13293a5e753936bc4742d3),768556237076172801,Heavy depressing not going to Creamfields this year. End of an era 😢,0
ObjectId(5d13293c5e753936bc4742d4),768381103484899329,Anyone selling a Saturday/Sunday standard camping creamfields tickets ? @Creamfields,0
ObjectId(5d13293e5e753936bc4742d6),766607898202009600,Creamfields next week and my funeral will follow it,1
ObjectId(5d1329405e753936bc4742d8),767752238123147264,Can't wait to get my head bopping round that steel yard at cream #creamfields,1
ObjectId(5d1329445e753936bc4742da),766724184458272768,A week before creamfields and we still have no tent. Awesome 👍🏻,1
ObjectId(5d1329475e753936bc4742db),768104574188134401,Creamfields outfits sorted!! Excited excited excited. I have a feeling this will be the best one 🙌🏻🎉,1
ObjectId(5d13294e5e753936bc4742dd),768495990047375360,Excited is an understatement @KellyleeJames #creamfields 🏕🎉,1
ObjectId(5d1329505e753936bc4742de),768462804076617728,ANYONE selling creamfields tickets ?????,0
ObjectId(5d1329525e753936bc4742df),765558927912206337,"Selling 2 3 day camping creamfields tickets, dm me if interested",0
ObjectId(5d1329545e753936bc4742e0),767051581426630657,"2 tickets to Creamfields (2 Day Camping) - Warrington, 27 Aug, less fv £150.00 ea. Buy with protection: https://t.co/6dLgNsde1s",0
ObjectId(5d1329565e753936bc4742e1),767796454241005568,Buzzzinggggg for creamfields,1
ObjectId(5d1329585e753936bc4742e2),766008385401720833,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, fv £220.00. Buy with protection: https://t.co/QTWf2nGEB7",0
ObjectId(5d13295a5e753936bc4742e4),766935528025579520,In a week I'll be disappearing to @Creamfields with @shannondacombe and it's EXACTLY what we need ❤️👭,1
ObjectId(5d13295c5e753936bc4742e6),765928832314511360,@Twickets selling a four day standard creamfields ticket and looking for a @OfficialRandL weekend and early bird ticket ⛺️,0
ObjectId(5d1329625e753936bc4742e9),765553193325629440,Wish i was going @Creamfields 😩,0
ObjectId(5d1329635e753936bc4742ea),767352472042168320,Selling 2 tickets to Creamfields: 4-day camping Gold tickets! Gold and Silver car parking inc. Selling for less than face value,0
ObjectId(5d1329675e753936bc4742ec),766629706749706241,Actually can't wait for Creamfields😝😝,1
ObjectId(5d13296a5e753936bc4742ee),767705627267330048,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £199.99. Always face value or less: https://t.co/GJmIUcsw3L",0
ObjectId(5d1329715e753936bc4742ef),765668373757849602,@VibeTickets Anybody selling a 2 day camping ticket Saturday-Sunday for creamfields x2??? Rt please,0
ObjectId(5d1329775e753936bc4742f2),767835215620431873,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, fv £220.00. https://t.co/7lZ2rmx76P",0
ObjectId(5d13297f5e753936bc4742f6),765973160621735936,Wheres my creamfields ticket @?,0
ObjectId(5d1329855e753936bc4742f8),765510958387265536,Can't wait for creamfields next week! 😝,1
ObjectId(5d1329885e753936bc4742f9),765982609545592833,Getting excited for creamfields 🤗🎉,1
ObjectId(5d13298f5e753936bc4742fb),767714651467571205,Literally have nothing sorted for creamfields😫🤔,1
ObjectId(5d1329945e753936bc4742fc),768117258782699524,Last day of work for a week #creamfields2016 here we go,1
ObjectId(5d1329975e753936bc4742fe),768127737647202304,So gutted I'm not at creamfields this weekend,0
ObjectId(5d13299b5e753936bc4742ff),768561764569145345,Ready for @Creamfields to start tomorrow,1
ObjectId(5d13299d5e753936bc474300),767699735889186818,Wish I was going to Creamfields with Lor Lors 😢😢,0
ObjectId(5d1329aa5e753936bc474304),766931759875362817,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £185.00. To buy these tickets and more: https://t.co/nOpjTXym51",0
ObjectId(5d1329af5e753936bc474307),767762942888669184,I want a Sunday ticket for Creamfields someone sell me one,0
ObjectId(5d1329b65e753936bc474308),768155098035916800,Someone get us a creamfields ticket cheap???? Pls x,0
ObjectId(5d1329bb5e753936bc47430a),768437195543814144,Well wish I was going creamfields tomorrow,0
ObjectId(5d1329be5e753936bc47430b),766246093206253568,"2 tickets to Creamfields (3 Day Camping) - Warrington, 26 Aug, less fv £180.00 ea. Buy &amp; Sell with protection: https://t.co/AWOt01HbGW",0
ObjectId(5d1329c25e753936bc47430d),766972039286710272,Anyone got 2 Sunday creamfields ticket an a coach ?,0
ObjectId(5d1329c55e753936bc47430e),766702148881121281,Anybody selling a Sunday creamfields ticket? @Creamfields,0
ObjectId(5d1329ca5e753936bc47430f),767313390406696961,"Friday cannot come quick enough no stressing about work , just 4 days of amazing Djs ,friends,booze,banter👌🏼🎪👯😎 https://t.co/NyvokaYUuN",1
ObjectId(5d1329cb5e753936bc474311),764848026880008192,I'm watching the BIGGEST @Creamfields Aftermovie ever right now! – To win tickets go to https://t.co/C17aVx0Tzk #CreamfieldsAftermovie,0
ObjectId(5d1329d15e753936bc474314),768477226383904769,I'm going to creamfields tomorrow n I have nothing ready :) and I have no clothes :) and I have no money :) 💗💗💗,1
ObjectId(5d1329d85e753936bc474316),768095242209878016,Really need it to be creamfields like now I need to go omfg,1
ObjectId(5d1329dd5e753936bc474318),767415892665925638,@Vo2s @aaronjeavons @arronsaunders oi lets fuck reading off and go creamfields instead.. https://t.co/6zXa41gCqU,0
ObjectId(5d1329e35e753936bc47431a),768152161993842688,Can't wait for creamfields this weekend now 👌🏼👌🏼,1
ObjectId(5d1329e55e753936bc47431c),766067791929741312,Can't wait to get to Creamfields &amp; just listen to the best music surrounded by the best people,1
ObjectId(5d1329ea5e753936bc47431f),767812827172265984,"Swear if I hear ""Will Griggs on fire"" at Creamfields I'm gonna kick someone's shins with my steel toe-capped wellies",1
ObjectId(5d1329ec5e753936bc474320),768174148971532288,Creamfields making work this week so much easier 😁,1
ObjectId(5d1329ee5e753936bc474322),765934539990523905,"1 ticket to Creamfields (Saturday only) - Warrington, 27 Aug, less fv £125.00. Buy with protection: https://t.co/Z39jH5FMik",0
ObjectId(5d1329f05e753936bc474323),767627354508255236,9 days off work lots of fun wi the family before a hit @Creamfields Friday wi @parry_007 can't wait  #Tamzy&amp;Parrygolarge,1
ObjectId(5d1329f45e753936bc474326),767786844591357952,"All roads lead to @Creamfields this Thursday, can't wait to play my debut! :) #Creamfields #Outburst #TechTrance https://t.co/ggbda2sscu",1
ObjectId(5d1329f95e753936bc474328),767833196373442560,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £220.00. To buy these tickets and more: https://t.co/EKPF4WHSaz",0
ObjectId(5d1329fe5e753936bc47432b),765287802103824388,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £220.00. https://t.co/As1Ak5bJsW",0
ObjectId(5d132a015e753936bc47432c),768130703041101824,Officially buzzing for creamfields 😍,1
ObjectId(5d132a065e753936bc47432d),765840307980210176,#Creamfields tickets have landed 😎👌☀️🍺,1
ObjectId(5d132a0b5e753936bc47432e),765902102682009600,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £180.00. Buy with protection: https://t.co/l8ZDnOGC6g",0
ObjectId(5d132a105e753936bc474330),768072617534390272,@Creamfields Are Friday day tickets not available??,0
ObjectId(5d132a115e753936bc474332),766712784847536128,4 day standard camping Creamfields ticket for sale! £220 Ono. @VibeTickets,0
ObjectId(5d132a145e753936bc474334),766570753634566144,So glad I finally have my Creamfields outfit sorted 😁🎪💃🏽,1
ObjectId(5d132a1c5e753936bc474336),768522067989958656,"Roads will be busy in Daresbury over next few days - over 70,000 people expected to attend Creamfields (25-28 Aug) https://t.co/7iBO5Kk7U0",0
ObjectId(5d132a1d5e753936bc474337),767791585945845760,Can't wait for creamfields on Thursday 🎪🎤,1
ObjectId(5d132a1f5e753936bc474339),768534384462950401,100% certain that I am neither physically or emotionally ready for Creamfields,1
ObjectId(5d132a215e753936bc47433a),767701782994808833,"2 tickets to Creamfields (3 Day Camping) - Warrington, 26 Aug, less fv £150.00 ea. https://t.co/DJCn2kovfc",0
ObjectId(5d132a235e753936bc47433c),767430286959337472,Can't wait for creamfields🍺🎪,1
ObjectId(5d132a245e753936bc47433e),765256463782645760,Buzzing for creamfields🎪👌,1
ObjectId(5d132a295e753936bc474340),765284379606278144,"1 ticket to Creamfields (Saturday only) - Warrington, 27 Aug, fv £85.00. To buy these tickets and more: https://t.co/WGQVPpBiB5",0
ObjectId(5d132a315e753936bc474345),766390021708455936,Cannot wait for Creamfields next weekend 👏🏻💃🏻😎,1
ObjectId(5d132a385e753936bc474348),768553788525477889,looking forward to the 5:30am trip to @Creamfields,1
ObjectId(5d132a3c5e753936bc47434a),767628698963025920,"1 day work week, Creamfields on Thursday 😁🎪🎤⛺️🎆",1
ObjectId(5d132a475e753936bc47434d),768446358223200256,So buzzed for creamfields this weekend!,1
ObjectId(5d132a495e753936bc47434f),767647478581694464,Creamfields was the best weekend of my life and I can't wait to do it all over again starting Thursday 🙌🏼,1
ObjectId(5d132a4b5e753936bc474351),768119217073885184,Wish I was going... https://t.co/m4wUwYLC9p,0
ObjectId(5d132a4f5e753936bc474352),766658780327251968,Cant wait for this time next week i'll be upside down at creamfields 🙌💃,1
ObjectId(5d132a515e753936bc474353),766186923757039616,So gutted I'm not going Creamfields this year😭😭,0
ObjectId(5d132a535e753936bc474355),765262696661016577,Why has my @Creamfields ticket not arrived yet☹️,1
ObjectId(5d132a5c5e753936bc474357),766944234008092672,So so so sad am not going to creamfields next week,0
ObjectId(5d132a5f5e753936bc474358),767697895818665984,Selling creamfields tickets cheap! Dm me if you want them @Creamfields,0
ObjectId(5d132a635e753936bc474359),765828496954429440,"1 ticket to Creamfields (3 Day Camping) - Warrington, 26 Aug, less fv £160.00. To buy these tickets and more: https://t.co/vusAWERrqM",0
ObjectId(5d132a665e753936bc47435a),768545274365181952,Hope my gal has the best time at creamfields @storey_leigh 😈❣ have the best time and stay safe. Xxx,1
ObjectId(5d132a6c5e753936bc47435b),767754988135321600,"I hope I have my phone for creamfields, surely it doesn't take Lloyds 2 weeks to send me a new one, they took the £100 off me quick enough",1
ObjectId(5d132a715e753936bc47435d),766723878144049152,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £160.00. Buy with protection: https://t.co/jSu9ktLDpu",0
ObjectId(5d132a745e753936bc47435e),765666917688471553,Tomorrow is my last day off until creamfields which excites me and also makes me wanna die,1
ObjectId(5d132a765e753936bc474360),768081497849008128,hope the weather stays like this for creamfields😅🌞✨,1
ObjectId(5d132a7c5e753936bc474361),766592382775226368,so unbelievably gutted I can't go to Creamfields,0
ObjectId(5d132a805e753936bc474362),767689657731735552,@lucasandsteve can't wait to see you at creamfields!,1
ObjectId(5d132a855e753936bc474364),768168967332569089,Too excited to see @hannah_wants this weekend at #Creamfields! She was unreal at SWG3,1
ObjectId(5d132a8c5e753936bc474366),768166147174699008,Anyone know anyone or have a Sunday creamfields ticket for sale?!? 🎪✌🏼️,0
ObjectId(5d132a945e753936bc474368),768049997086650368,Anyone looking for a creamfields ticket?,0
ObjectId(5d132a985e753936bc47436a),768126563107864576,Last day at work tomorrow a wish I was getting psyched l up and aorted for creamfields,1
ObjectId(5d132a9c5e753936bc47436b),765865042214551552,"Updated prices - msg me to book #dancefstvltix 
#sw4
#creamfields 
#sundownfestival 
#boundarybrighton 
#bestival https://t.co/9ptv3yhGuM",0
ObjectId(5d132aaa5e753936bc47436c),768526865854296064,Packing for creamfields is the most stressful thing in the world!!  Xx,1
ObjectId(5d132aae5e753936bc47436e),768411023657332736,"Creamfields is essential next year, regret no getting a ticket this year😕🔊",0
ObjectId(5d132ab25e753936bc47436f),766169633409888257,Got my rainbow hair ready for @vfestival and @creamfields all I need… https://t.co/0iKBF1dScS,1
ObjectId(5d132ab65e753936bc474370),768394357250592768,So wish I was going Creamfields or Reading☹️,0
ObjectId(5d132ac25e753936bc474373),765981110631272448,"2 tickets to Creamfields- Standard (4 day camping) - Warrington, 25 Aug, fv £240.00 ea. Buy with protection: https://t.co/7BIj7FtC0p",0
ObjectId(5d132aca5e753936bc474375),766079986683961344,"Creamfields 2016 dates, line up, location and how to get tickets to the Daresbury festival https://t.co/E2frPTFgqh RT @YourHolidayHub",0
ObjectId(5d132acc5e753936bc474377),768164536624918529,Creamfields ticket for sale! 4 day standard camping! X,0
ObjectId(5d132acf5e753936bc474379),766195806529589248,Makes me very happy to think exactly 1 week from now I'll be waiting in the queue for creamfields! Cannot wait to be back to my fav place!!,1
ObjectId(5d132ad15e753936bc47437a),767770132898799617,Seeing everyone's vfest pictures is getting me excited for creamfields 😝,1
ObjectId(5d132ad95e753936bc47437c),764908926294958080,Too excited for @Creamfields in two weeks!! @jessSciberras #Creamfields2016,1
ObjectId(5d132ae05e753936bc47437e),767439772063236097,I just want to go to sleep n wake up with it being Thursday so i can go Creamfields plz 🙂,1
ObjectId(5d132ae95e753936bc474381),766589892767940612,Gutted I'll no he at Creamfields next week! But Florida will be worth it!👫👌🏼,0
ObjectId(5d132aee5e753936bc474383),766979373937283073,fucking gutted I cant get to creamfields until like 7pm on friday,0
ObjectId(5d132af15e753936bc474386),766223703793434624,Still no tickets ahhhh @Ticketmaster @Creamfields,0
ObjectId(5d132af75e753936bc474388),765840189172412416,"BOOM! We have another pair of #creamfields2016 #tickets to #giveaway today! 🎫🎉 

Follow &amp; RT to #win! #competition https://t.co/1wAkcwC897",0
ObjectId(5d132af95e753936bc474389),768532166552739841,Gutted I'm not going Creamfields 😓,0
ObjectId(5d132afe5e753936bc47438b),765882550506119168,Selling a 4 day standard camping creamfields ticket. Dm for details!!,0
ObjectId(5d132b025e753936bc47438c),768136801089355776,Far too buzzin for creamfields now,1
ObjectId(5d132b0e5e753936bc474391),768525050454614016,Still need to pack my stuff for creamfields...cb fukin a!,1
ObjectId(5d132b135e753936bc474393),764902495994908672,busy few weeks coming up so excited #Creamfields #Holiday #Budapest #HannahWants #WHP 😈😈 https://t.co/Gl1uwCHx2d,1
ObjectId(5d132b185e753936bc474395),766014629457920000,If anyone wants a Thursday creamfields camping ticket for a Friday I'll swap 😊😊😊,0
ObjectId(5d132b1e5e753936bc474397),768546193093890049,Why can't someone like @darrenstylesuk be added on to the creamfields line up😩😩,0
ObjectId(5d132b2b5e753936bc47439a),766243039933304832,"Can't wait for a weekend in this weekend to prepare myself for creamfields next weekend, oosh oosh",1
ObjectId(5d132b325e753936bc47439c),766349025696182273,Really excited to be working at Creamfields Festival. Although I only know two of the acts there,1
ObjectId(5d132b345e753936bc47439e),766709582110584835,"1 ticket to Creamfields 2016 - 4 Day Camping - Warrington, 25 Aug, less fv £225.00. Buy &amp; Sell with protection: https://t.co/xBub8pCWZk",0
ObjectId(5d132b385e753936bc47439f),767765258383523840,Why oh why did I not buy a creamfields ticket?? 🔔🔚,0
ObjectId(5d132b3b5e753936bc4743a0),768498016089214976,3 day bronze Creamfields ticket £100 Ono ⛱,0
ObjectId(5d132b465e753936bc4743a1),767034635381575681,2 bronze package 4 days camping tickets for creamfields for sale &amp; return bus from Dundee for 2 people. £550 for everything RT please 😊,0
ObjectId(5d132b495e753936bc4743a3),768237866459815936,"Really fucking stuck who to watch close Creamfields... Too many DVLM, Prydz, Tiesto, Harris, Blasterjaxx. FUCKKKKKKKK 😩",0
ObjectId(5d132b4f5e753936bc4743a4),768469553663864832,"1 ticket to Creamfields (3 Day Camping) - Warrington, 26 Aug, less fv £182.50. Buy with protection: https://t.co/UpOxOMrFFT",0
ObjectId(5d132b5b5e753936bc4743a7),768102993526939648,"Went shopping for uni stuff. Bought 3 tops, earrings and an air bed for creamfields ????? Good one",1
ObjectId(5d132b5d5e753936bc4743a8),767751982547365888,"I should not have left sorting creamfields out, this late😶",1
ObjectId(5d132b615e753936bc4743aa),767390672122970112,Wish I was camping at creamfields but Ohwell a day will do me,0
ObjectId(5d132b655e753936bc4743ac),768198303565553664,@Creamfields all the shuttle bus tickets from manchester are sold out.  Are there shuttles you can pay for on the day to get back?,0
ObjectId(5d132b6c5e753936bc4743b0),725822172518830080,Buzzin 💃🏻🔊🎶 @steele_shereen @Creamfields https://t.co/WoJfGU9HrS,1
ObjectId(5d132b6e5e753936bc4743b1),768143894345347073,Anyone selling a 3 day silver creamfields ticket?,0
ObjectId(5d132b705e753936bc4743b2),768179977804255232,The @Creamfields buzz has kicked in well and truly I'm all jumpy and gone all warm and fuzzy inside,1
