_id,id,text,label
ObjectId(5d1328175e753936bc474244),765291490847363072,@vfestival what time can campers on Friday arrive travelling by car? Is the carpark opening at 10 only for day ticket drivers?,0
ObjectId(5d1328205e753936bc474246),765624613283983360,Have you got your festival survival kit ready? Have you got these items packed? #FestivalPrepared @vfestival https://t.co/35kxlpGNvn,0
ObjectId(5d1328215e753936bc474247),765313149377675264,Don't have enough outfits for Vfest 😭,0
ObjectId(5d1328245e753936bc474249),765448115239448576,Booking @clubclassevents for @vfestival has just made me even more excited!! 🍹🎉🎪💃🏼🍺,1
ObjectId(5d13282b5e753936bc47424d),766634479804964864,@vfestival we are 30 mins away from Hylands and hearing there are no spaces left in red camping!! Is this true?!?!,1
ObjectId(5d1328335e753936bc47424f),765209037302628352,This weather is getting me far too excited for @vfestival 🙌🏼🙌🏼🙌🏼,1
ObjectId(5d1328375e753936bc474250),765490236298256384,"@vfestival sons just his wristband through yesterday, is this his ticket? As friends saying got email to print ticket he didn't",0
ObjectId(5d13283b5e753936bc474252),766633672174866432,Not letting the rain ruin the mood😜😜 @vfestival,1
ObjectId(5d13283c5e753936bc474253),765285567642865664,Can't wait! 🎪🎤 #VFestival #VFest #V #RedCamp https://t.co/SBSrmkDtjM,1
ObjectId(5d13283e5e753936bc474255),766623229821784064,"I have 2x VIP tickets to V festival in Chelmsford tomorrow + mini bus there and back. Anyone interested 
#VFestival #vfest #vip #beiber",0
ObjectId(5d1328405e753936bc474256),764901404632756224,"Still mulling over @VFestival? Well worry not, we've made the decision even easier with this ticket giveaway &gt;&gt; https://t.co/TZOIeDhEWc",0
ObjectId(5d1328425e753936bc474258),765083576337625088,"My fave @jess_lelliott has a spare weekend #VFestival ticket, hit her up of you want it!",0
ObjectId(5d1328455e753936bc474259),766555626696613888,this @vfestival app is shit.,0
ObjectId(5d1328475e753936bc47425a),764961749183389697,It would be funny if me and the boys actually book vfest now,1
ObjectId(5d13284f5e753936bc47425e),766562080950411265,"It's @vfestival &amp; we've arrived!! Parking cars, bottle amnesty &amp; our legendary #hair rescue tent for @EndPolioNow https://t.co/tQ2oxmon6U",1
ObjectId(5d1328505e753936bc47425f),766613873067687936,Chelmsford - A414 Greenbury Way - Slow moving traffic westbound between Widford roundabout and Margaretting Road. #vfestival,0
ObjectId(5d1328545e753936bc474260),766652154950057984,@vfestival what's the traffic problem on M25? Is it going to get worse as we get closer?,0
ObjectId(5d1328565e753936bc474261),766623107033464832,The #VFestival is the worst attempt at a music festival in the history of music festivals.,0
ObjectId(5d1328585e753936bc474262),764906415135789056,6 days before #VFestival and I'm full of a cold. It better bloody shift itself soon!,1
ObjectId(5d13285b5e753936bc474265),766621523444658176,The current weather situation for V Festival weekend 😫⛈ #V21st https://t.co/Fb3YjkXder,0
ObjectId(5d13285d5e753936bc474266),766607404817649665,Wish I was going vfest so I could see justin😔,0
ObjectId(5d1328655e753936bc474268),765151658791895040,Buzzing for @vfestival  Friday,1
ObjectId(5d13286b5e753936bc47426a),765286575336861697,Didn't even want to go VFest anyway..,0
ObjectId(5d13286e5e753936bc47426c),751768895439110144,2 PAIRS of tickets for @vfestival left! There are 5 artists in this clip... guess them all + YOU could be a winner! https://t.co/ZtVOlJ7g1L,0
ObjectId(5d1328705e753936bc47426e),766614439495766018,Can't wait to c what @alexander_olly wears for @vfestival,1
ObjectId(5d1328715e753936bc47426f),766597668881793028,Actually ain't going at this rate someone did me a ducking camping ticket omg #vfest #vfestival #tickets,0
ObjectId(5d1328735e753936bc474271),766651304898883585,Proper jealous of all these at Vfest,0
ObjectId(5d1328755e753936bc474273),725746060413509632,Latest acts coming to V Festival https://t.co/AfxoplOiO0 @lauramvula @vfestival,0
ObjectId(5d1328795e753936bc474274),766647400396099584,So we made it to @vfestival @ V Fest Weston Park https://t.co/iJK2udV6dv,1
ObjectId(5d13287a5e753936bc474275),765268290335834112,As much as I'm buzzing for @vfestival 💃🏽💃🏽 results day on Thursday is getting in the way😣,1
ObjectId(5d1328805e753936bc474278),765293701300162564,@sarahwilson0102 are you still looking for vfest tickets,0
ObjectId(5d1328855e753936bc47427a),765592448848498688,"So excited, can't wait for this weekend! 😁☺️ @vfestival https://t.co/xHqUj8vioP",1
ObjectId(5d1328895e753936bc47427c),765564047357939713,Is it going to rain at #VFestival this weekend? Find out here: https://t.co/eEcdoQOL9C https://t.co/pfl57qzRlh,0
ObjectId(5d13288a5e753936bc47427e),765518700459986944,Cannot wait to see @LethalBizzle this weekend at Vfest😝,1
ObjectId(5d13288c5e753936bc47427f),766560398896017410,Autocab Offering #FixedFare Taxi's To @vfestival From Nantwich £65 #Taxi £97.50 #Minibus Call 01782314315 To Book Now #vfest #VWeston,0
ObjectId(5d1328915e753936bc474280),766619922889924608,I literally cannot wait for this weekend 🎶🍻☔ #vfestival #vfest #ponchooclock,1
ObjectId(5d1328975e753936bc474283),766635709964939264,Phones cracked already 🙃 #VFestival,0
ObjectId(5d1328995e753936bc474285),765141008267022336,Last few days to get your @vfestival tickets at LESS THAN FACE VALUE! https://t.co/KnY8iqbDSZ https://t.co/XE4ydQGpPY,0
ObjectId(5d13289b5e753936bc474286),766562280884412418,Hope this rain moves on by tomz #VFestival 🌦🌦🌦,0
ObjectId(5d13289d5e753936bc474288),766659567279284225,@vfestival the rain has stopped 😍,0
ObjectId(5d13289f5e753936bc474289),766589639247495168,Can't believe our kids on his way to V fest so jealous have a good time lad❤️ #brother #vfest,0
ObjectId(5d1328a15e753936bc47428a),765309925857910784,@vfestival should probably announce @halsey isn't gonna be performing aka the love of my life 😭,0
ObjectId(5d1328a35e753936bc47428c),766591117643030528,If you're reporting a crime this weekend at #VFestival then make sure you #DoItOnline @ https://t.co/RbmO0PTQju #moretimetofightcrime 👮🏻🚔,0
ObjectId(5d1328a75e753936bc47428e),765482432653103104,I think I'm gunna die at Vfest,1
ObjectId(5d1328ad5e753936bc47428f),765558042465341440,Can't wait to watch @vfestival on the weekend. Gutted I can't go. Excited to see @rihanna perform 🎤💜,1
ObjectId(5d1328af5e753936bc474290),766638262429618176,Warm flat beer in the rain festival time @vfestival,1
ObjectId(5d1328b55e753936bc474292),766652707813793796,"😢 #vfestival #v21st
https://t.co/iqvsbXPBG7",0
ObjectId(5d1328bc5e753936bc474294),765142664828350464,My mum is panicking so bad for Vfest. She needs to chill 😂,0
ObjectId(5d1328c35e753936bc474297),765176666335436800,"Got a V fest ticket for sale, face value if anyone wants it #Twickets #Vfest #VFestival",0
ObjectId(5d1328c75e753936bc474299),766657540239294464,@OceanBeachIbiza: RT @danno_91: Looking forward to see @Blondesound again tomorrow at vfest after seeing him at @O… https://t.co/sf6kz95Lpn,1
ObjectId(5d1328cb5e753936bc47429a),765185920505118720,Trying so hard to not fall into holiday mode before I finish work tomorrow evening. Can't stop thinking about #VFestival this weekend. 🙌,1
ObjectId(5d1328d15e753936bc47429c),765596652329721856,Anyone selling 2 weekend camping tickets??? (Weston Park) #twickets #vfestival,0
ObjectId(5d1328d65e753936bc47429e),765207249425985537,Im more worried about how unprepared I am for @vfestival than getting my results thursday,1
ObjectId(5d1328da5e753936bc47429f),766560405153918976,Today: #VFestival; The Last Tycoon gala performance; DNCE gig; They Drink It In The Congo press night...,0
ObjectId(5d1328dd5e753936bc4742a2),766610376012230656,Need Saturday day tickets for V festival hylands park anyone selling?? #VFestival,0
ObjectId(5d1328e15e753936bc4742a3),765107379339943936,Get me to vfest,0
ObjectId(5d1328e45e753936bc4742a6),766653504882696192,"So happy THE SILENCE was played on @btsport, now @vfestival tomo on #VSTREETSTAGE at 12pm https://t.co/kM32kxKk3c https://t.co/3qu16o8eo2",0
ObjectId(5d1328ed5e753936bc4742a9),766619891059265536,Weather forecast is looking good for #vfest this weekend 👍👍👍 #naaaaatttt ☔️☔️ #rainraingoaway @vfestival,0
ObjectId(5d1328f15e753936bc4742ab),765232171506368512,@justinbieber SO excited about seeing you on Saturday doing what you do best! @vfestival #AllAboutTheMusic 🎤❤️ https://t.co/QkbkvBSQK4,1
ObjectId(5d1328f95e753936bc4742af),766640226869608448,"Great weather for #VFestival I see.

Enjoy. https://t.co/eVDB3I2yZ1",0
ObjectId(5d1328fb5e753936bc4742b1),765277036130754560,Still got to get so much for VFEST !!!!,0
ObjectId(5d1328fe5e753936bc4742b2),766567911406366720,You will be arrested @VFestPolice trying to sell so-called legal highs (incl laughing gas/herbal highs) #VFestival https://t.co/CF8cVvKLvX,0
ObjectId(5d1329095e753936bc4742b7),765489167409225728,So excited for VFestival now 😍 @vfestival,1
ObjectId(5d13290c5e753936bc4742b9),765565537694969856,Wish I was going to the V festival ughhhh #VFestival https://t.co/5JOwXiN4Fr,0
ObjectId(5d13290e5e753936bc4742bb),765107850439954432,"My @vfestival tickets came today, so excited #4days🎉🎉",1
ObjectId(5d13290f5e753936bc4742bd),765529933275856896,@vfestival how often are the buses from Chelmsford station to V? #Chelmsford #VFestival,0
ObjectId(5d1329185e753936bc4742bf),766607018144722944,.@vfestival we are coming for you bish! 💅🏻🦄 #vfest cc @Glynif @Skirmy https://t.co/9YR4WFyrqu,1
ObjectId(5d13291c5e753936bc4742c1),765111591482384384,Wish I was going vfest with the girls they're going to have such a good weekend😆😅,0
ObjectId(5d13291f5e753936bc4742c4),766594256433807360,"Feel well sorry for my sister going to @vfestival in this weather, like this all weekend as well ahah",0
ObjectId(5d1329215e753936bc4742c6),765486687132774400,Time to get my shit together after Vfest I think🤔,1
ObjectId(5d1329255e753936bc4742c7),764910741677834245,Selling a non camping weekend ticket for #VFestival #Chelmsford #HylandsPark,0
ObjectId(5d13292e5e753936bc4742cb),765222854417870848,Too excited for quality time with ma gals @vfestival 👯👯,1
ObjectId(5d1329305e753936bc4742cc),765095952403337216,My @vfestival ticket better come today !!!,1
ObjectId(5d1329325e753936bc4742ce),766614367118954496,"So all my girls are getting ready for Vfest and I'm just here waiting for my ice bath, wanna trade 😢",1
ObjectId(5d1329375e753936bc4742d0),765172312710709248,My only day off this week so I'm gonna everything ready for @vfestival 🙋🏼💃🏼🎉,1
ObjectId(5d1329395e753936bc4742d2),765240574312116225,This nice weather mean one thing. Gonna be raining @vfestival lucky it don't matter. Love all sorts of weather at a festival,1
ObjectId(5d13293c5e753936bc4742d5),765446565515366400,Buzzing to have passed first semester of second year with a 1st! Having the uni girls in Wales for a few days now before Vfest on friday 😝,1
ObjectId(5d13293f5e753936bc4742d7),765652716819324929,Anyone after 1 red camp weekend @vfestival ticket! Unfortunately I can no Longer go! #vfest… https://t.co/Ytxmypqcwn,0
ObjectId(5d1329425e753936bc4742d9),765498826576785408,@vfestival being 3 days away is the only thing getting me through waiting for my results,1
ObjectId(5d13294a5e753936bc4742dc),766554530544652288,@CapitalOfficial on our way to vfest set off at 9 got lost 3 times already and only at Leeds now @caitlindonald_ @MeaganHorsewood 😂😂,1
ObjectId(5d1329595e753936bc4742e3),765234980947632128,Praying for the weather to be like this for VFest but deep down I know I'm gona be a drown rat,1
ObjectId(5d13295b5e753936bc4742e5),765513119573630976,"Anyone selling 2 Saturday v festival tickets at Hylands, Chelmsford? #vfest #hylandspark #Chelmsford #VFestival",0
ObjectId(5d13295f5e753936bc4742e7),765223096768946176,Wristband has arrived #vfest,1
ObjectId(5d1329615e753936bc4742e8),766606397031186432,Cannot wait for #VFestival on Sunday! @rihanna @davidguetta @LittleMix AHHH so excited!! https://t.co/sLrkpb75oj,1
ObjectId(5d1329665e753936bc4742eb),765504722619031552,3 days until @vfestival 💃🏼🙆🏼🎉🙅🏼👯🍾🍺⛺️ @Chloeprescottx @_kelseamills,1
ObjectId(5d1329685e753936bc4742ed),766584087100489728,"Craig David, Rihanna, Sia, Justin Bieber, Years n Years &amp; David Guetta.
Me ready for you!!!! @vfestival",1
ObjectId(5d1329725e753936bc4742f0),765302503248396289,so excited for @vfestival #HylandsPark 🤘🏼☀️👯⛺️🏕🎀🎉🎊☮,1
ObjectId(5d1329765e753936bc4742f1),765489345906237440,Finally I can stop stressing and start getting excited about vfest,1
ObjectId(5d1329785e753936bc4742f3),765605738328813568,Anyone selling v festival red camp tickets at hyland park??? #VFestival,0
ObjectId(5d13297b5e753936bc4742f4),764856192569081856,So buzzin for Vfest now🎉🍻🍹🎵,1
ObjectId(5d13297f5e753936bc4742f5),765165330549309440,Am I prepared for vfest? No. Dont even know where my fucking tent poles are,1
ObjectId(5d1329815e753936bc4742f7),766555566223134720,On route to Chelmsford @vfestival #pumped https://t.co/0NS8fumndK,1
ObjectId(5d13298c5e753936bc4742fa),765173141631037440,@vfestival SO EXCITED !!!!!!,1
ObjectId(5d1329945e753936bc4742fd),766595026822500352,"Are you travelling to @vfestival?
• Check Your Vehicle
• Plan Your Route
• Only Pack What You Need https://t.co/8WZS2iRJhB",0
ObjectId(5d13299e5e753936bc474301),766580821847400448,so jealous of everyone who's seeing Justin at vfest,0
ObjectId(5d13299f5e753936bc474302),766579139851776004,Me and @DeanHillman ready for @vfestival #MaxAndPaddy #MagnetAndSteel @peterkay_co_uk @PaddyMcGuinness https://t.co/P5RV3hgosg,1
ObjectId(5d1329a45e753936bc474303),765442286771666945,"@TicketmasterUK I've purchased vfest weekend parking, order confirmation says 20-21 Aug but vfest weekend festival tickets are from 19-22",1
ObjectId(5d1329ac5e753936bc474305),765476870611689473,Don't wait for that perfect moment.  Take that moment and make it perfect.   Oh..yeah...and Monday's gone.  Roll on V festival. 🍺🍺🍺🍺🍺🍺🍺🍺,0
ObjectId(5d1329ae5e753936bc474306),766598300631986177,So @vfestival is tomorrow and we can't wait! Get all the info you need in our festival guide https://t.co/LMIdnhXaC6,1
ObjectId(5d1329b95e753936bc474309),765129569464705024,Legit just won 2 VIP tickets for @vfestival on the radio.... SEE YOU ON SUNDAY BIEBS 😍,1
ObjectId(5d1329c15e753936bc47430c),765263657374773249,Can't wait for @vfestival this Saturday 😌🎪🎤😅,1
ObjectId(5d1329ca5e753936bc474310),765534653914681344,@mahiki  #MetroMahikiV @Metro_Showbiz #Cheers #VFestival,0
ObjectId(5d1329cc5e753936bc474312),765612401991512064,Wristband has FINALLY arrived! @vfestival here we come @Vicki_Cummins 💥 https://t.co/VrXd9ra0LM,1
ObjectId(5d1329cf5e753936bc474313),765259348171980800,so buzzing for the weekend @MollyJinks6 @ZacWoodcock @15Wardy @Jack_Joines @rach_brookes #VFest 💃🏼🍻🎉❤️,1
ObjectId(5d1329d45e753936bc474315),765108893777297408,anybody selling a Sunday v festival ticket #vfest #sundaytickets (tbh I'm sorry for hash tagging),0
ObjectId(5d1329d85e753936bc474317),764969255234338816,Almost done packing for @vfestival !!! 😍😍 I can't contain my excitement I can't believe how many artist I love I'm gonna finally see live❤️😭,1
ObjectId(5d1329df5e753936bc474319),765642528423088128,"** FOR SALE ** 

Vfest weekend ticket inc camping. £120 ono!  Bought it for £200😑  dm me if interested👍🏼",0
ObjectId(5d1329e55e753936bc47431b),765184357174771712,@vfestival still dont have my ticket 😭,0
ObjectId(5d1329e75e753936bc47431d),766618486521069568,@vfestival do you have a list of food vendors? Low fat preferably,0
ObjectId(5d1329e95e753936bc47431e),765454572949237760,Gutted to be missing @vfestival for the first time in 3 years 😞,0
ObjectId(5d1329ec5e753936bc474321),765156549551648768,Vfest is this week⛺️ excited af‼️,1
ObjectId(5d1329f15e753936bc474324),765564567808335872,Getting so exited for @vfestival now 💃🏽 just need to get my food sorted 🍏🍌🍟🍕🍩🍿,1
ObjectId(5d1329f25e753936bc474325),765228030537129985,Wish I was going to VFest this weekend 😣,0
ObjectId(5d1329f55e753936bc474327),766615615528460288,This weekend is @vfestival and I am not there again 😔,0
ObjectId(5d1329fa5e753936bc474329),764888170194501632,Just ordered such a pretty dress from @boohoo for @vfestival this weekend 😍✨,1
ObjectId(5d1329fd5e753936bc47432a),766611218710794240,so jealous of everyone going to vfest😩,0
ObjectId(5d132a0d5e753936bc47432f),765142872509280256,Seeing @LittleMix on sunday!! 😀😍👌Be worth the wait I'm sure!! @vfestival 🎵🎶🍺☀ 🎊👯#favs,1
ObjectId(5d132a115e753936bc474331),765075874962079744,Selling SIX #VFestival Sunday passes  - get in touch! #tickets #music #Rihanna,0
ObjectId(5d132a135e753936bc474333),766619045131087872,Please note that as part of our plan to keep traffic moving for #vfestival &amp; ensure road users safety we have clsd the #M6 n/b exit at J12.,0
ObjectId(5d132a185e753936bc474335),765202621896466432,@TicketmasterUK I'm getting a bit concerned that I haven't received my @vfestival wristband/ticket yet 😱😱 please advise??,1
ObjectId(5d132a1e5e753936bc474338),765124783927427072,Can't wait to cover myself in glitter this weekend!!!✨ #vfest,1
ObjectId(5d132a225e753936bc47433b),765108347351752704,Selling @vfestival tickets at ticket price or nearest offer if anyone is interested. Pls retweet if you know of anyone who might want some!,0
ObjectId(5d132a245e753936bc47433d),765535516964052992,Not long till @vfestival now😝😝😝,0
ObjectId(5d132a285e753936bc47433f),765499074766266368,Cannot wait to be back here this weekend! #bastille #JustinBieber #VFestival 🙌🏻🌸 https://t.co/n1FMqX7Ocx,1
ObjectId(5d132a2b5e753936bc474341),764837469275693057,CANNOT WAIT to see @iamjojo next weekend at @vfestival 🙌🏼 https://t.co/k4o2mCKaz1,1
ObjectId(5d132a2d5e753936bc474342),765611018827497472,Can't wait to get wrecked all weekend #vfest 💃🏻🙋🏻,1
ObjectId(5d132a2f5e753936bc474343),765448139042131969,Keep hearing this and its getting me sooooooo excited for Vfest 󾌧󾌧󾌧 #4Sleeps 󾌳󾌳󾌳 — listening to Cold Water - Justin Bieber,1
ObjectId(5d132a315e753936bc474344),766572836391677952,"Got my best friend @sophietaylorrr back after a year and now en route to #VFestival with @TomIreland7, best day 💃🎉",1
ObjectId(5d132a355e753936bc474346),766599334641139713,When you're on your way to Vfest in Wolverhampton but the bus driver takes you to London..,1
ObjectId(5d132a375e753936bc474347),766569139406340096,@vfestival tomorrow are we still ok to use the car parks at Weston and pay on arrival?,0
ObjectId(5d132a3a5e753936bc474349),764987862030790656,Flying to London today to prep for the #vfestival ! #justinbieber #purposetour https://t.co/X6SfEykFFf,1
ObjectId(5d132a415e753936bc47434b),765471117524033536,.@MirrorCeleb recommends the PNY Powerpack T2600 for this weekend's @vfestival ! https://t.co/dOKLExQ8aG,0
ObjectId(5d132a435e753936bc47434c),765623592629444608,This time two and three years ago I was getting ready for a weekend at Vfest; now I'm preparing for 6 days at work 🙃,0
ObjectId(5d132a495e753936bc47434e),766652050990043136,"Radio 1 is the only thing getting us through this traffic, get me a shot #VFestival",0
ObjectId(5d132a4a5e753936bc474350),766648184332484609,Cannot wait to stalk you later Danny!!!!! ☺️ @DJDannyHoward @vfestival @MissZBoothroyd,1
ObjectId(5d132a525e753936bc474354),766630222699630592,Who is ready for #VFestival this weekend? #weare #smartturnout #takesyouplaces https://t.co/YNADi3NSkA,0
ObjectId(5d132a555e753936bc474356),765674758155403264,Had such an amazing day. So much more celebrations to look toward to #VFest #JEMFEST 2️⃣1️⃣🍾💜🎁🍷💅👗💄☀️,1
ObjectId(5d132a715e753936bc47435c),765279219785998337,"One #vfestival Chelmsford Yellow Camp Weekend Ticket for sale, message if interested. #vfestivaltickets",0
ObjectId(5d132a755e753936bc47435f),766594136073986048,On route Vfest n first thing ash says is 'wonder if there's any poke stops' 😂😂😂 @ashwillettsx,1
ObjectId(5d132a825e753936bc474363),766569741469310976,"It's #Vfest nearby this weekend, meaning traffic may be quite heavy locally! Avoid congestion and work productively with us today!! #Regus",0
ObjectId(5d132a865e753936bc474365),766573774527426560,Really wish I was going to  #VFestival on Sunday 😢💔,0
ObjectId(5d132a915e753936bc474367),766630592641437696,@vfestival Why is entry at Weston taking so long? Waited 2 hours so far and only half way!!!! https://t.co/pXudTiwty4,1
ObjectId(5d132a965e753936bc474369),765627097364697088,"selling a red camp v fest ticket, dm if interested #VFest #VFestival #vfesttickets",0
ObjectId(5d132aae5e753936bc47436d),765294868264579072,"Only just realised I have nothing for vfest and its in 4 days, and im working everyday, fuck",0
ObjectId(5d132ab75e753936bc474371),765553855425867777,After an epic but fucking exhausting long weekend at #edfringe16 am finally on route to Surrey for a few days b4 @vfestival on Friday,1
ObjectId(5d132abd5e753936bc474372),765116633857785856,"V Festival ticket for sale, Weston Park, Weekend camping, £150!! Message me if you're interested🎉 
#VFestival #VFestival2016 #vfest",0
ObjectId(5d132ac35e753936bc474374),765116081270841344,Five days to go til @vfestival ! Who's excited?,1
ObjectId(5d132acb5e753936bc474376),765121785809498112,can't wait to be at V with the girls now that I've finally got my ticket🏕🍹👯  @vfestival,1
ObjectId(5d132acd5e753936bc474378),765658194077179905,getting excited for vfest now🙊,1
ObjectId(5d132ad65e753936bc47437b),766588941126565888,.@vfestival already been waiting an age Move about 3ft every 5 mins in the rain :( regulars say not like this before https://t.co/14KsyN8nmH,1
ObjectId(5d132adc5e753936bc47437d),765171152981520384,Still have a V Fest Sunday ticket for sale #VFestival #vfest #selling #forsale #tickets #TicketsForSale,0
ObjectId(5d132ae25e753936bc47437f),766563370287763458,there's no way in hell i'd be happy going to vfest and camping in this 😂 glad i'm too poor for it and at home,0
ObjectId(5d132ae45e753936bc474380),765209528329703425,Literally been waiting on @vfestival all summer and it's nearly here😝,1
ObjectId(5d132aea5e753936bc474382),765247978584039424,There’s a locker facility at @VFestPolice or purchase in advance https://t.co/CsZtMrTy3z #VFestival #V21st https://t.co/AVUYV24Gck,0
ObjectId(5d132aee5e753936bc474384),766558716070010881,Buzzing to see @AnnieMac from @1Xtra @BBCR1 at @vfestival tonight! Shout out to Scott Matthews &amp; Craig Matthews 😍😍 https://t.co/a8M7dznCam,1
ObjectId(5d132af05e753936bc474385),766650797006397440,"V fest , don't wear a vest , put on a rain Mac and look your best. #VFestival 🚣🏻",0
ObjectId(5d132af45e753936bc474387),766634100203646976,Why has my mum and dad just brought tickets for fucking vfest🙃🙃🙃,1
ObjectId(5d132afb5e753936bc47438a),764858866240720900,Anyone selling a red camp v festival ticket ? #VFestival,0
ObjectId(5d132b055e753936bc47438d),766583041670074373,Autocab Taxis Offering #FixedFare Taxi's To @vfestival From Shelton £40 #Taxi £60 #Minibus Call 01782314315 To Book Now @BBCR1 @Weston_Park,0
ObjectId(5d132b075e753936bc47438e),765681749560991744,Anyone selling or know someone selling Saturday only v tickets? @vfestival,0
ObjectId(5d132b095e753936bc47438f),766633300664446976,"Home @vfestival for the next three days!
Shame it's bloody cold!!! https://t.co/fuDpN5gO1j",1
ObjectId(5d132b0d5e753936bc474390),765672386788294661,Vfest weekend ticket for sale https://t.co/xmgtnKrYCX,0
ObjectId(5d132b105e753936bc474392),766578613164572673,"Loads of people are excited for @rihanna at #VFestival
https://t.co/yFPyoEOP1u",0
ObjectId(5d132b155e753936bc474394),765139024235335680,So bloody excited for @vfestival this weekend🎉⛺️🎤🍻,1
ObjectId(5d132b1a5e753936bc474396),765190702208847872,Can't wait for @vfestival  🤘🏼🤘🏼,1
ObjectId(5d132b245e753936bc474398),765252894924926976,I would sell my soul to anyone who can get me a ticket to see @example at @vfestival as its my last ever gig after 12years,0
ObjectId(5d132b285e753936bc474399),765606762221277184,"V fest ticket for sale £160, weekend non camping. Message me if interested #VFestival #vfesttickets #vfest2016",0
ObjectId(5d132b325e753936bc47439b),764951123933466628,I'm so unprepared for vfest😂😩,1
ObjectId(5d132b345e753936bc47439d),764949608292315137,I'm not even sorry for constantly retweeting things about @vfestival,0
ObjectId(5d132b485e753936bc4743a2),765544049285750784,"@TicketmasterCS was told my vfest ticket should be here today, yet Royal Mail have already been and still no sign of my ticket",0
ObjectId(5d132b505e753936bc4743a5),766640986260897792,@vfestival how can you make me pay £10 and it still has Halsey instead of @Stormzy1 on it? 🙄🙄 https://t.co/HQG5pMQWyr,0
ObjectId(5d132b545e753936bc4743a6),766599668944035840,@justinbieber CANT WAIT TO SEE YOU! 🙈 #Vfestival #Vfest #VFestival2016 #VFest2016 #Chelmsford #HylandsPark #uk,1
ObjectId(5d132b605e753936bc4743a9),765602034846400513,VFEST TICKETS?? Whos selling??? £££ waiting!!,0
ObjectId(5d132b635e753936bc4743ab),765150856220205056,@vfestival how do I get a day parking ticket?,0
ObjectId(5d132b655e753936bc4743ad),765528566889123845,V fest tickets(wristbands) so excited now. @vfestival,1
ObjectId(5d132b675e753936bc4743ae),765665282220298244,"My son cant now attend #VFestival #vfest and is looking for a buyer for his #vfesttickets Both days, not camping. Chelmsford-Face value £180",0
ObjectId(5d132b695e753936bc4743af),758352484943400960,Stoked to be playing V Festival’s #V21st birthday party! Tickets on sale now 👉 https://t.co/iUXOSZVfRq https://t.co/m2VDvco7Il,0
ObjectId(5d132b725e753936bc4743b3),766569237829849088,@justinbieber why am I not going to support my one and only this weekend😭 #VFestival,0
ObjectId(5d132b755e753936bc4743b4),765167400488697856,Cannot wait for vfest now 🎉💃🏼🍾,1
ObjectId(5d132b7d5e753936bc4743b7),765210052156387329,@vfestival @TicketmasterUK mine and my friends red camping Chelmsford tickets STILL haven't arrived. WHAT THE HELL IS GOING ON 😡😡,1
ObjectId(5d132b7f5e753936bc4743b9),766562865155182592,It's ten past 10 and Shannon &amp; Tilly are already drunk 🙄 #vfest,0
ObjectId(5d132b815e753936bc4743bb),766587309894623234,@vfestival on da tour bus with @WilkinsonUK @saundersshannon @AdApt_MC @JemCooke WHERE IS THE SUNSHINE!? https://t.co/fBwAftHPRO,0
ObjectId(5d132b835e753936bc4743bc),766557952366907392,Not jel of the people going Vfest in this delightful weather 😑🌧☔️,0
