_id,id,text,label,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da6e),1.12E+18,Mississippi tornado count rises to 19 in Saturday outbreak https://t.co/IwqQjcZG1R https://t.co/3erzKaoXdN,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da6f),1.12E+18,"Mississippi tornado count rises to 19 in Saturday outbreak 
https://t.co/ntMAYCmRix 

JACKSON, Miss. �?The National Weather Service now counts 19 tornadoes that hit Mississippi on Saturday.
Officials continued...",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da70),1.12E+18,Mississippi tornado count rises to 19 in Saturday outbreak https://t.co/oRcq5Ywpc2 https://t.co/kByWFBJxX6,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da71),1.12E+18,"Mississippi tornado count rises to 19 in Saturday outbreak
https://t.co/6wx2uBQoOV

                        JACKSON, Miss. �?The National Weather Service now counts 19 tornadoes that hit Missi...",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da72),1.12E+18,@HowarthWass @JaggerMickOZ Psychobabble is not “evidence.�?We went an unprecedented 400 days without a recorded Cat 3 landfall in 🇺🇸. (Despite massive category inflation.) Long term decline in 🇦🇺 cyclone severity again despite category inflation and o,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da73),1.12E+18,El Tornado cross + overhead kick https://t.co/ME1cod6xZu,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da74),1.12E+18,@ClashofClans Rip tornado ✌�?ObjectId(5cb6f7a35e7539387083da75),0,EAS Recreation - Charlotte Tornado (4/15/18) https://t.co/IyEw2srJvb,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da76),1.12E+18,"Our Webpage on the tornado that impacted Colquitt County near Moultrie, GA on Sunday, April 14, has been updated. You can view the path information, and some damage pictures here: https://t.co/oRr0wDJDuI #GAwx",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da77),1.12E+18,"Below latest SPC days 1,2 &amp; 3 threat areas.  Also Day 1 tornado probability which is NOT the reason for the enhanced risk, but it shows how the 2 areas are separated as I talked about in last tweet.  Today's enhanced risk stems from Hail &amp; Wind threats in OK &amp; TX today &amp; tonight. https://t.co/MYo92RI7Px",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da78),1.12E+18,"@AirFranceUK @AirFranceFR Stealth bomber is black, Tornado is grey and @TUIUK planes are blue so.......",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da79),1.12E+18,Another blast of severe storms aims for places still recovering from tornadoes - CNN https://t.co/tTM054fqjR,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7a),1.12E+18,"@lake_zurich there was a z nation ep with a tornado that shot out zombies and they said ""at least it isnt sharks"" shshs",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7b),1.12E+18,"The wind will be at it's worst in the last half of the morning on Friday. Our tornado threat is low, but not zero for this system. #gawx https://t.co/FpylGYnBbN",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7c),1.12E+18,"Severe weather risk for tonight into tomorrow.  Large hail, damaging winds, and heavy rainfall are primary threats while an isolated tornado cannot be ruled out!  Some of these threats will occur after dark; make sure you have a plan in place. https://t.co/x8m0JU098J",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7d),1.12E+18,"Senior RAF Representative to Present on Typhoon Jet Capabilities as Tornado Retires, at Close Air Support 2019 https://t.co/ZA3s5eZXXQ",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7e),1.12E+18,"If your opponent is offstage and you catch their recovery with Ryu's Dash into Down B, that's known as Bullet Tornado.",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da7f),1.12E+18,"There are a few school delays this morning, still as a result of this week's tornado in Laurel. Full list here: https://t.co/ucyWhcoy0q https://t.co/ucyWhcoy0q",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da80),1.12E+18,"Destruction by the Cyclone in Manipur, North East India

Please click the link below to watch the video:
https://t.co/9AbWj1ls64

#CycloneDisaster #CycloneDestruction #Manipur #CycloneFootage #tornado #hurricane #NorthEastIndia #India https://t.co/zEQEYgPlRz",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da81),1.12E+18,Tornado Sweeps https://t.co/5OCHKRlC6j,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da82),1.12E+18,"Decorate your home. It gives the illusion that your life is more interesting than it really is. - Charles M. Schulz
https://t.co/Yu8nqPepxV
#PANMIN #PANMINQUARTZ #zulitestone #quartzcountertops #quartzsurfaces #quartzslabs #benchtop #worktops #countertops #kitchen #bathroom https://t.co/W9VCdOpsMy",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da83),1.12E+18,"Travel #news: Senior RAF representative to present on Typhoon jet capabilities as Tornado retires, at Close Air Support 2019 https://t.co/TmGf2b7O7q #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da84),1.12E+18,@YummyAlpha I hope we get rewards for arena divisions.. but I doubt it cause its epic,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da85),1.12E+18,"What a dancer B-boy Tornado is. If anybody wants an inspiring story for the big screen, his is the one and I haven't even heard the whole of it. Think of it as Gully Boy for #dance. Only which actor can carry off moves like this? His ace move from which he gets his breaking name https://t.co/cGgQryPWWd",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da86),1.12E+18,True of False - a #tornado is always visible. Learn more: https://t.co/Fqb7yLjdYO #TornadoMyths #weather #storms,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da87),1.12E+18,"@Obscurus_Lupa The guy responsible for the tornado of sharks oeuvre fake geek girled me, so I guess this is just my life now?",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da88),1.12E+18,"The timing of the supercells will be key in the tornado risk. If the supercells are around 9-10pm, we will have to watch the second shortwave arrival. It will increase the 800mb flow and could bring more cyclonic curvature in the low levels and will increase tornado risk. #txwx",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da89),1.12E+18,"@n00bleblood i’d love to meet u,but mayse insists not to , she literally said and i quote �?don’t meet shahed it’s like a tornado meets a volcano�?
ObjectId(5cb6f7a35e7539387083da8a),1118441497534267392,@ClashofClans R.I.P Tornado Trap..😦 https://t.co/al",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da8d),1.12E+18,@FortTory nope lol legit all gamemodes. dumb.,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da8e),1.12E+18,@ClashofClans Tornado trap its OP!,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da8f),1.12E+18,Today ended so perfectly. Ollie is a tornado but at least we’re having a good time.,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da90),1.12E+18,The family is lucky to be alive after tornado tosses their home into a tree. https://t.co/yrDWWy9WvU,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da91),1.12E+18,please remove all my negative vibes as much as it blew by the wind and spread the positive vibe just like the tornado came accidentally as fast as it can https://t.co/lyAdnB77r0,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da92),1.12E+18,@love_bumble I wanna watch more tonight!!!,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da93),1.12E+18,"This is where I go on Food Pantry Mondays afternoons and deliver food to the residents. This is the Sullivan Terrace in Dushore, Pennsylvania. Monday’s EF1 tornado damage. @wcruz73 @marythechief @actordougjones @albinokid @thejaynebrook @KWOK_ROCK @ansonmount #StarTrekDiscovery https://t.co/PnWyuZnNOY",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a35e7539387083da94),1.12E+18,"""TRENDING ISSUES ON SOCIAL MEDIA""
A TORNADO OCCURED IN BOKKOS RESIDENTS CAN REACH OUT TO @Ms_Ahua Juliana Ahua ON THE PROGRAM",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083da96),1.12E+18,@JoeMurgo My family in Oklahoma says those are rookie numbers.  We need to step up our tornado game a little.,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083da98),1.12E+18,Dawg fubuki and tornado so damn fine,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083da9b),1.12E+18,What's The Tower Of Christmas Past? The Tower Of Christmas Past is the tallest structure at North Pole City. It is built around a temporal anomaly. A literal upside down time tornado has been slowly ... https://t.co/b70xK5JsM7 #Supernatural #Paranormal #Fantasy #scifi #ASMSG,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083da9d),1.12E+18,"NEW THIS MORNING: Eastern NC is under a level 3 (out of 5) risk for severe storms on Friday. Flash flooding, damaging wind gusts, and even an isolated tornado could impact your Easter travel plans. Turn on WRAL News this morning for the impact timeline.",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083da9f),1.12E+18,@Protoscan You’re right it’s frickin insane. Like watching a tornado,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daa1),1.12E+18,@ShiinaBR and this is where epic continues to put their priorities. lmao,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daa3),1.12E+18,@KadenMahon @FortniteBR its an LTM lol,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daa5),1.12E+18,Severe storms possible this afternoon &amp; night. Main risk is hail. An isolated tornado possible near the front. Wind/hail risk after midnight https://t.co/Rph2LSIZlP,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daa7),1.12E+18,@sof_thesag But her being friends with Brandi kills it for me like a huge oh shit tornado is coming for the hills! https://t.co/0a00XnM9LM,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daa9),1.12E+18,"Strong to severe storms possible Wednesday afternoon + evening. Potential hazards: large hail up to golf ball size, damaging wind gusts up to 70 mph, and locally heavy rainfall perhaps leading to localized flooding. Additionally, an isolated tornado cannot be ruled out. #phwx https://t.co/VNjv1ftruL",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daab),1.12E+18,"""Maintenance break incoming! Server upkeep and Tornado Trap duration change. New durations 5/6/7s (used to be 6/8/10s)."" Visit 📲📲 https://t.co/co0a25c3I1 to Generate Unlimited Gems 100% FREE!",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daad),1.12E+18,Tornado  on the Plateau ? Sad! Go on and #Donate4Bokkos,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daaf),1.12E+18,Maintenance break incoming! Server upkeep and Tornado Trap duration change. New durations 5/6/7s (used to be 6/8/10s).,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dab1),1.12E+18,@ClashofClans RIP tornado trap😭,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dab3),1.12E+18,Maintenance break incoming! Server upkeep and Tornado Trap duration change. New durations 5/6/7s (used to be 6/8/10s).,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dab5),1.12E+18,"So it happened that somewhere in Plateau state experienced something close to a Tornado,  without the rain, but with all the destructive force a tornado usually comes with.",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dab8),1.12E+18,dark times approaching that tornado   because otherwise you guys,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083daba),1.12E+18,"@SamYeees @Liavinco @Tillian1243 @chuffsters Yeah he's a nice change to the usual but I still prefer Ibra or Shearer! A TOTS McGeady would be sick since they've given him his 5* skills back, slam in the el tornado 🌪 crosses to Collins and BAM! 💥",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dabc),1.12E+18,Wear a #tornado on your shirt and blow your friends away! https://t.co/PM3yZt5zAX #StormTours,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dabe),1.12E+18,@S_kangmi Please give me more information about the tornado. When did it happen and in which part of Bokkos did it happen?,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dac0),1.12E+18,"Tyra Meek Gh
Question 2
Which of your managers are u interested in dating?
Tornado Appiah
Rany Beats
Gideon Ofori",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dac2),1.12E+18,Meteorologist gets death threats for interrupting Tiger Woods�?coverage with tornado warning �?Boston Herald https://t.co/z4taiSDCmr https://t.co/blBhMRv8Fh,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dac4),1.12E+18,@_mdm4588 It was terrifying and I could not fall back asleep afraid there was a legit tornado,1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dac6),1.12E+18,"@HowarthWass @JaggerMickOZ So it doesn’t exist then, since the only unknown events are attributable to UHI (heat records are exclusively urban) and measurement (cyclone / tornado detection tech).",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a45e7539387083dac8),1.12E+18,"The entirety of the #CBS19News viewing area is under a ""slight"" risk for severe weather Friday, April 19th. The primary concern is locally heavy rain that could cause flooding followed by damaging wind, hail and an isolated tornado. We'll chat more about it on #GMC #vawx #Cville https://t.co/zXrA476u6t",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083dee3),1.12E+18,"The Facebook interview is taking shape and making stars.
My guest today is Tyra Meek Gh
Question
Who was the demon in your demon song?
Cc
Gideon Ofori
Tornado Appiah
Rany Beats",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083dee5),1.12E+18,Marshalltown #Tornado Relief Extending to #Child Trauma - Apr 17 @ 4:29 AM ET  https://t.co/NuCZAs7IAC,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083dee7),1.12E+18,"um.. if the tornado wants me that bad, they can take me naked. https://t.co/Mh1YcIdANA",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083dee9),1.12E+18,"118 million in path of another #US severe weather outbreak this week
.
#UnitedStates #Weather #Tornado #Forsan_News https://t.co/mnEEF5ASsZ",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deea),1.12E+18,Happy birthday to my favourite aries. The number one tornado and a genuinely wonderful human! Hope you have the best day and have all the energy to hold all them knives! Love ya @juliensolomita �?https://t.co/rdKUR2UwcJ,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deeb),1.12E+18,Well her Auntie Queen Latifah told her that there is somebody looking for her. Kermit has been looking for Dorthy this entire time after the Tornado happen. Kermit wants to take Dorthy with him. She kindly denies and Kermit feels sad,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deec),1.12E+18,"@davidking247 Please sir,  can you raise some awareness on the tornado that hit bokkos rendering a lot of the residents homeless. They need some relief. Congratulations on wife's safe delivery. Thank you. 
#Donate4Bokkos",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deed),1.12E+18,"She asked if she can go back home. The good witch by Miss Piggy, tells her while she’s in munchkin land that she can’t leave. She has to stay. She feels lost. But Ashanti playing Dorthy finally wakes up from the tornado and is so happy to see her Auntie and Uncle",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deee),1.12E+18,"UHHHHHHHHHHHHHHHHHHHH... okay

I guess I have a new top play! Not gonna lie, i didn't really want this farm ass map to be my #1 (esp since this took me literally 2 tries).

But it kinda feels good to have dethroned Tornado as my top play. Its been nearly 3 years! https://t.co/7b72eCmuoK",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083deef),1.12E+18,"Floyd's 1921 in Morehead City was forced to close down because of Hurricane Florence, Hurricane Michael and tornado damage. @GregPayneWCTI has more details in his report.
https://t.co/0aQ8KuMqbL",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def0),1.12E+18,A tornado was bearing down on a bar packed with college students. Its owner explains why they were kicked out. https://t.co/LdFHtABCfz,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def1),1.12E+18,"I thought the tornado I stirred up would have tossed and torn you apart, yet here you are. Not in pieces.",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def2),1.12E+18,"More severe storms aim for places still recovering
https://t.co/5kR84avqGM",-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def3),1.12E+18,@NPASport do you have the video of the little tornado what we saw?,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def4),1.12E+18,"There was a tornado ina Village in Bokkos LGA of Plateau State that devastated place and left it in ruins, please find pictures in the thread below, ANY form of support to these people will be greatly appreciated! https://t.co/kd3dtjMpzQ",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def5),1.12E+18,@yuutoakama DJSKFNSKNDD H MY GOD.. THE TORNADO IS BACK FOR OUR LIVES,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def6),1.12E+18,"so this may be tmi but idc 
in my town, the weather sirens have only been used in a real emergency twice in the past 18 years

so I'm in the middle of beating my meat right and all of a sudden tornado sirens are going off and they're not stopping but like neither am I so like+",1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def7),1.12E+18,(via https://t.co/HgKp12PEsp ) CNN: Another blast of severe weather will start Wednesday in the central and southern United States as some areas are still recovering from last week's deadly storm https://t.co/IJ8WTErujW,0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def8),1.12E+18,@khEstephan 💓 here's a sweet comment....oufff....im expexting a tornado coming my way 🤣,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083def9),1.12E+18,Convection Outlook for Thursday.  Slight risk for the Tennessee Valley with enhanced risk centered just to the south.  Concern for damaging winds and an isolated tornado embedded in thunderstorm line Thursday evening. #ALwx https://t.co/zVxD6wEusJ,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083defa),1.12E+18,Fire Tornado in Slow Motion 4K - The new bike!,-1,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083defb),1.12E+18,"Tornado causes widespread damage in Franklin, Texas https://t.co/DPrCQ1t4F7 https://t.co/oZ2yzheSca",0,,,,,,,,,,,,,,,,,,
ObjectId(5cb6f7a75e7539387083defc),1.12E+18,Another blast of severe storms aims for places still recovering from tornadoes - https://t.co/bkEWN5Ufsz #GoogleAlerts,0,,,,,,,,,,,,,,,,,,
